Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage,brand_encoded,model_delta_encoded,transmission_encoded,fuelType_encoded,car_age,efficiency_ratio,mileage_per_year,brand_popularity,owners_flag,previousOwners_sq,engine_tax_ratio
Škoda,Rapid,0.75,Manual,0.08668447889931546,Petrol,0.034482758620689655,0.5700998342892079,0.038461538461538436,0.29334009094203384,0.5,0.0,0.2795306318130686,0.15210224004683093,0.0,0.0,0.25,0.635685109126453,0.3593080171658193,0.07632587215164349,0.0,0.1111111111111111,0.01416402244222316
Ford,Fiesta,0.75,Manual,0.15597261911027585,Petrol,0.25,0.6645833871926787,0.0,0.22880074607934067,0.5,0.0,0.1588476258139253,0.1864010523001791,0.0,0.0,0.25,0.8804917459054354,0.399948625988905,1.0,0.0,0.1111111111111111,0.0009972001968130584
Škoda,Fabia,0.75,Manual,0.05787324418961048,Petrol,0.25862068965517243,0.6468677210232779,0.0,0.43048619877525673,0.625,0.0,0.2795306318130686,0.16759187134879627,0.0,0.0,0.25,0.8596472829819649,0.34240893290721175,0.07632587215164349,1.0,0.25,0.0009378244683891461
Ford,C-MAX,0.6071428571428612,Semi-Auto,0.07430053963015364,Diesel,0.28448275862068967,0.4838835922647908,0.1923076923076923,0.38208169012823684,0.375,0.0,0.1588476258139253,0.1837933877099594,1.0,0.9589340753906317,0.39285714285714285,0.3176912469717295,0.3302530689455614,1.0,0.0,0.027777777777777776,0.002358263581142404
Hyundai,i10,0.75,Manual,0.04838095473979794,Petrol,0.034482758620689655,0.5984449001602491,0.0,0.36594685391256365,0.375,0.0,0.16788249282321177,0.16177360140854818,0.0,0.0,0.25,0.8026724176578119,0.33684127845450484,0.0,0.0,0.027777777777777776,0.011670694234921114
Ford,Kuga,0.7857142857142918,Manual,0.02018891699355106,Diesel,0.25,0.4271934605227083,0.09615384615384615,0.2530030004028506,0.625,0.0,0.1588476258139253,0.24075175810004265,0.0,0.9589340753906317,0.21428571428571427,0.3899520517730943,0.3242532221380781,1.0,1.0,0.25,0.001893773696014135
Ford,Kuga,0.75,Manual,0.029018665692463436,Diesel,0.25,0.6468677210232779,0.09615384615384615,0.4788907074222766,0.375,0.0,0.1588476258139253,0.24075175810004265,0.0,0.9589340753906317,0.25,0.5622662786071178,0.32548442556891155,1.0,0.0,0.027777777777777776,0.001893773696014135
Mercedes-Benz,C-class,0.7142857142857224,Manual,0.02816417388289127,Diesel,0.05172413793103448,0.6468677210232779,0.21153846153846156,0.42241878066742006,0.625,0.0,1.0,0.20098710868057448,0.0,0.9589340753906317,0.2857142857142857,0.3923342761072052,0.3216789537257633,0.6471062714256908,1.0,0.25,0.01693885544712382
BMW,X3,0.8214285714285694,Automatic,0.015476828101634987,Diesel,0.25,0.5299443243052328,0.1923076923076923,0.41435136255958344,0.25,0.0,0.8723071202050083,0.2511226774336644,0.7617071390650407,0.9589340753906317,0.17857142857142855,0.34478904877224126,0.3266212004180291,0.31528533978624723,0.0,0.0,0.002790347195215212
Audi,TT,0.75,Automatic,0.07705906210235944,Petrol,0.25,0.2960975308691426,0.28846153846153844,0.2852726728341972,0.75,0.0,0.8945243971923289,0.19867558057383755,0.7617071390650407,0.0,0.25,0.159273328753353,0.3536622775397704,0.3062109296229079,1.0,0.4444444444444444,0.003686920694416289
Opel,Grandland X,0.8214285714285694,Manual,0.042464527753955886,Petrol,0.25862068965517243,0.4094777943533076,0.038461538461538436,0.6725087420103559,0.25,0.0,0.0,0.2754050782956793,0.0,0.0,0.17857142857142855,0.47819361148245304,0.3582801983725276,0.47166767493446266,0.0,0.0,0.0012845787223847945
Mercedes-Benz,C-class,0.642857142857153,Automatic,0.062062111647404467,Petrol,0.31492986185013233,0.433137519935114,0.1923076923076923,0.44662103499093,0.75,0.0,1.0,0.20098710868057448,0.7617071390650407,0.0,0.3571428571428571,0.2878370316948935,0.32926416302935047,0.6471062714256908,1.0,0.4444444444444444,0.002054978073311223
Ford,Ka+,0.4285714285714306,Manual,0.18498199684828742,Petrol,0.27586206896551724,0.4023915278855473,0.05769230769230771,0.5837671428241529,0.625,0.0,0.1588476258139253,0.16298433423884862,0.0,0.0,0.5714285714285714,0.432496135073306,0.34184711078345276,1.0,1.0,0.25,0.0013179618959061144
Volkswagen,Touareg,0.8214285714285694,Semi-Auto,0.007012405611162882,Diesel,0.25,0.29019230881267566,0.3846153846153846,0.7451155049808857,0.25,0.0,0.463296748877857,0.3592399478092496,1.0,0.9589340753906317,0.17857142857142855,0.1249957675014236,0.316691671863756,0.5471869328493648,0.0,0.0,0.004583494193617365
Ford,Focus,0.75,Manual,0.1329880278267115,Petrol,0.25789714968103306,0.42206843180952197,0.0,0.3417445995890537,0.5,0.0,0.1588476258139253,0.21659839265967912,0.0,0.0,0.25,0.595145773163936,0.38646713001470534,1.0,0.0,0.1111111111111111,0.0009426563249421347
Toyota,Auris,0.75,Automatic,0.033083693757565806,Hybrid,0.0,0.815757071838232,0.15384615384615385,0.6644413239025193,0.25,0.0,0.1514357428353864,0.20978603297777698,0.7617071390650407,1.0,0.25,0.573537728928698,0.32786874725723647,0.09901189755999196,0.0,0.0,0.47044308437849686
Audi,A1,0.7142857142857224,Manual,0.05656054662707933,Petrol,0.4051724137931034,0.35869288466769195,0.1923076923076923,0.43855361688309336,0.375,0.0,0.8945243971923289,0.1265819941731896,0.0,0.0,0.2857142857142857,0.24404081130880004,0.3350035529795735,0.3062109296229079,0.0,0.027777777777777776,0.0014226927049084846
Ford,Grand C-max,0.7142857142857224,Manual,0.11971863689980461,Diesel,0.05172413793103448,0.6468677210232779,0.09615384615384615,0.4788907074222766,0.375,0.0,0.1588476258139253,0.19415301052563141,0.0,0.9589340753906317,0.2857142857142857,0.5622662786071178,0.3646396001642366,1.0,0.0,0.027777777777777776,0.011871769090348702
Audi,Q3,0.7142857142857224,Semi-Auto,0.09363496481413254,Diesel,0.28448275862068967,0.4838835922647908,0.1923076923076923,0.6160368152554995,0.75,0.0,0.8945243971923289,0.20972261098831188,1.0,0.9589340753906317,0.2857142857142857,0.3176912469717295,0.35240020322645293,0.3062109296229079,1.0,0.4444444444444444,0.002358263581142404
Hyundai,i10,0.7857142857142918,Manual,0.03921064771098362,Petrol,0.25,0.5984449001602491,0.0,0.5918345609319895,0.75,0.0,0.16788249282321177,0.16177360140854818,0.0,0.0,0.21428571428571427,0.8026724176578119,0.33912935562685015,0.0,1.0,0.4444444444444444,0.0009972001968130584
Volkswagen,T-cross,0.8214285714285694,Manual,0.019889895584363364,Petrol,0.25,0.4543574819824561,0.0,0.5111603798536231,0.25,0.0,0.463296748877857,0.23701322408575257,0.0,0.0,0.17857142857142855,0.6331374525469177,0.3317981253211765,0.5471869328493648,0.0,0.0,0.0009972001968130584
BMW,X1,0.75,Semi-Auto,0.08669995882340191,Diesel,0.21551724137931033,0.5689187898779144,0.1923076923076923,0.2691378366185239,0.75,0.0,0.8723071202050083,0.180059795671222,1.0,0.9589340753906317,0.25,0.3677179579880589,0.3593170968371381,0.31528533978624723,1.0,0.4444444444444444,0.0033596002105809753
Toyota,Auris,0.7142857142857224,Automatic,0.10367214759178818,Hybrid,0.0,0.815757071838232,0.15384615384615385,0.3014075090498705,0.5,0.0,0.1514357428353864,0.20978603297777698,0.7617071390650407,1.0,0.2857142857142857,0.573537728928698,0.35711001033295675,0.09901189755999196,0.0,0.1111111111111111,0.47044308437849686
Hyundai,Tucson,0.75,Manual,0.02829420524521747,Petrol,0.27586206896551724,0.41774510523236125,0.11538461538461542,0.4708232893144399,0.625,0.0,0.16788249282321177,0.23911139252776556,0.0,0.0,0.25,0.3566009110955412,0.32505949695119024,0.0,1.0,0.25,0.001805786979943471
Audi,Q5,0.6785714285714306,Manual,0.13058554360849411,Diesel,0.3448275862068966,0.4543574819824561,0.1923076923076923,0.2852726728341972,0.375,0.0,0.8945243971923289,0.28174724824241526,0.0,0.9589340753906317,0.3214285714285714,0.30032086120217066,0.3595259292774712,0.3062109296229079,0.0,0.027777777777777776,0.0018090229672339342
Ford,Fiesta,0.7142857142857224,Manual,0.13937194851996443,Petrol,0.0,0.6645833871926787,0.0,0.36594685391256365,0.25,0.0,0.1588476258139253,0.1864010523001791,0.0,0.0,0.2857142857142857,0.8804917459054354,0.37386164072934647,1.0,0.0,0.0,0.2610035149651253
Ford,Focus,0.7857142857142918,Manual,0.03570289691299353,Petrol,0.2523354049149616,0.38676727037542125,0.0,0.6079693971476627,0.625,0.0,0.1588476258139253,0.21659839265967912,0.0,0.0,0.21428571428571427,0.5536100079472983,0.3363860842657208,1.0,1.0,0.25,0.0009807169572291178
Ford,Fiesta,0.75,Manual,0.02231895454784689,Petrol,0.0,0.6645833871926787,0.0,0.2530030004028506,0.5,0.0,0.1588476258139253,0.1864010523001791,0.0,0.0,0.25,0.8804917459054354,0.3215547438221217,1.0,0.0,0.1111111111111111,0.2610035149651253
Mercedes-Benz,Gle-class,0.8571428571428612,Semi-Auto,0.013167223427936307,Diesel,0.25,0.27247664264327487,0.3653846153846153,0.33367718148121706,0.375,0.0,1.0,0.3540929209546815,1.0,0.9589340753906317,0.14285714285714285,0.12323876296381306,0.3393617952126122,0.6471062714256908,0.0,0.027777777777777776,0.00440417949377715
Audi,Q3,0.6785714285714306,Semi-Auto,0.10358546001690405,Petrol,0.5603448275862069,0.276019775877155,0.28846153846153844,0.31754234526554376,0.49589039941617996,0.0,0.8945243971923289,0.20972261098831188,1.0,0.0,0.3214285714285714,0.14982383889471299,0.34896808746793495,0.3062109296229079,0.0,0.10748815737786399,0.0012117177825114755
Ford,Focus,0.8214285714285694,Automatic,0.02269851570583321,Petrol,0.2522876365948131,0.4423307409953697,0.09615384615384615,0.7854525955200689,0.25,1.0,0.1588476258139253,0.21659839265967912,0.7617071390650407,0.0,0.17857142857142855,0.4018258542617096,0.3350928892256996,1.0,0.0,0.0,0.001869550003818678
Volkswagen,Passat,0.6785714285714306,Semi-Auto,0.1655856519679627,Diesel,0.05172413793103448,0.6303330992651704,0.1923076923076923,0.32560976337338043,0.75,0.0,0.463296748877857,0.20675635485858954,1.0,0.9589340753906317,0.3214285714285714,0.4038483603887413,0.37321202051205515,0.5471869328493648,1.0,0.4444444444444444,0.016094341054327964
Ford,Fiesta,0.8214285714285694,Manual,0.02476478255350635,Petrol,0.25,0.3645981067241589,0.09615384615384615,0.7531829230887223,0.25,0.0,0.1588476258139253,0.1864010523001791,0.0,0.0,0.17857142857142855,0.3408517613311412,0.33751680600062584,1.0,0.0,0.0,0.001893773696014135
Audi,Q2,1.0,Automatic,0.025798841482481363,Petrol,0.25,0.3716843731919192,0.09615384615384615,0.4788907074222766,0.75,0.0,0.8945243971923289,0.20503807529702517,0.7617071390650407,0.0,0.0,0.34641028477740005,0.28828319624139886,0.3062109296229079,1.0,0.4444444444444444,0.001893773696014135
Mercedes-Benz,E-class,0.75,Semi-Auto,0.11465360573871743,Diesel,0.05172413793103448,0.6645833871926787,0.1923076923076923,0.5918345609319895,0.25,0.0,1.0,0.21694471719952657,1.0,0.9589340753906317,0.25,0.42399800788142955,0.3757131673046824,0.6471062714256908,0.0,0.0,0.016094341054327964
Škoda,Yeti Outdoor,0.75,Manual,0.11549880959383772,Petrol,0.21551724137931033,0.49569403637772463,0.038461538461538436,0.43855361688309336,0.625,0.0,0.2795306318130686,0.19412956855217703,0.0,0.0,0.25,0.562729488894306,0.37620891735869055,0.07632587215164349,1.0,0.25,0.001697381405712947
Mercedes-Benz,C-class,0.6071428571428612,Semi-Auto,0.1943968866776677,Diesel,0.5172413793103449,0.3516066181999317,0.3846153846153846,0.5918345609319895,0.25,1.0,1.0,0.20098710868057448,1.0,0.9589340753906317,0.39285714285714285,0.14908270243521185,0.3654740219584371,0.6471062714256908,0.0,0.0,0.0018133501595409488
Škoda,Superb,0.8571428571428612,Semi-Auto,0.00012693537750890866,Petrol,0.25862068965517243,0.32208050791759707,0.09615384615384615,0.3417445995890537,0.25,0.0,0.2795306318130686,0.25519473924627817,1.0,0.0,0.14285714285714285,0.30750062065358835,0.30876693473668065,0.07632587215164349,0.0,0.0,0.0018047101033782668
Ford,Ka+,0.8214285714285694,Manual,0.006743054932058612,Petrol,0.25,0.4543574819824561,0.038461538461538436,0.6886435782260292,0.75,0.0,0.1588476258139253,0.16298433423884862,0.0,0.0,0.17857142857142855,0.5221985887653353,0.3163756993018607,1.0,1.0,0.4444444444444444,0.001355829596493489
Mercedes-Benz,C-class,0.6071428571428612,Automatic,0.1996817327607825,Diesel,0.25862068965517243,0.5559273013536873,0.21153846153846156,0.5030929617457864,0.5,0.0,1.0,0.20098710868057448,0.7617071390650407,0.9589340753906317,0.39285714285714285,0.34138114451649926,0.3670239218525615,0.6471062714256908,0.0,0.1111111111111111,0.0028449728653652116
Hyundai,i20,0.7142857142857224,Manual,0.04669983498400923,Petrol,0.05172413793103448,0.5842723672247284,0.0,0.49502554363794987,0.5,0.0,0.16788249282321177,0.17098434048603417,0.0,0.0,0.2857142857142857,0.7859968473190354,0.33037655247549746,0.0,0.0,0.1111111111111111,0.007649197126369435
Mercedes-Benz,A-class,0.8214285714285694,Semi-Auto,0.02081740191146102,Diesel,0.25,0.702376808354067,0.09615384615384615,0.42241878066742006,0.25,0.0,1.0,0.16607347756415897,1.0,0.9589340753906317,0.17857142857142855,0.6058080456028119,0.33288617362802225,0.6471062714256908,0.0,0.0,0.001893773696014135
Audi,A4,0.4642857142857224,Manual,0.34674720355171373,Diesel,0.25,0.54293581282946,0.1923076923076923,0.6967109963338658,0.25,0.0,0.8945243971923289,0.18495031490607014,0.0,0.9589340753906317,0.5357142857142857,0.35243201851084716,0.37625673696096973,0.3062109296229079,0.0,0.0,0.002790347195215212
Volkswagen,Golf,0.7142857142857224,Semi-Auto,0.1797993182641432,Petrol,0.034482758620689655,0.5842723672247284,0.11538461538461542,0.22880074607934067,0.75,0.0,0.463296748877857,0.2070455123168875,1.0,0.0,0.2857142857142857,0.479062130770931,0.3928316164223528,0.5471869328493648,1.0,0.4444444444444444,0.019150678856827242
Toyota,Auris,0.75,Automatic,0.14560106997235284,Hybrid,0.0,0.7437133627493355,0.15384615384615385,0.6321716514711727,0.625,1.0,0.1514357428353864,0.20978603297777698,0.7617071390650407,1.0,0.25,0.5264446830645608,0.3938652462052885,0.09901189755999196,1.0,0.25,0.47044308437849686
Volkswagen,Polo,0.7142857142857224,Manual,0.05139025198220427,Petrol,0.034482758620689655,0.5984449001602491,0.038461538461538436,0.44662103499093,0.625,0.0,0.463296748877857,0.15579106685990002,0.0,0.0,0.2857142857142857,0.6634777263577472,0.332577464803182,0.5471869328493648,1.0,0.25,0.01416402244222316
Volkswagen,Tiguan,0.7142857142857224,Manual,0.1470654707909312,Diesel,0.25,0.5181338801922989,0.1923076923076923,0.22880074607934067,0.75,0.0,0.463296748877857,0.2540135361016627,0.0,0.9589340753906317,0.2857142857142857,0.33784089446441773,0.3774717180457135,0.5471869328493648,1.0,0.4444444444444444,0.002790347195215212
BMW,5 Series,0.7142857142857224,Automatic,0.10362570781952883,Diesel,0.05172413793103448,0.6303330992651704,0.1923076923076923,0.5918345609319895,0.75,0.0,0.8723071202050083,0.21113859412810343,0.7617071390650407,0.9589340753906317,0.2857142857142857,0.4038483603887413,0.35708821912179156,0.31528533978624723,1.0,0.4444444444444444,0.016094341054327964
Volkswagen,Tiguan,0.8214285714285694,Semi-Auto,0.0036006303425087996,Diesel,0.25,0.4354607714017619,0.1923076923076923,0.7289806687652124,0.5,0.0,0.463296748877857,0.2540135361016627,1.0,0.9589340753906317,0.17857142857142855,0.28920381430965303,0.31268935274641546,0.5471869328493648,0.0,0.1111111111111111,0.002790347195215212
BMW,1 Series,0.5714285714285694,Manual,0.18105009613032855,Diesel,0.21551724137931033,0.5842723672247284,0.1923076923076923,0.48695812553011325,0.625,0.0,0.8723071202050083,0.1427481159638404,0.0,0.9589340753906317,0.42857142857142855,0.37675055858822953,0.35566000700038686,0.31528533978624723,1.0,0.25,0.0033596002105809753
Mercedes-Benz,C-class,0.75,Automatic,0.14567227762315052,Diesel,0.21551724137931033,0.5984449001602491,0.21153846153846156,0.4708232893144399,0.25,0.0,1.0,0.20098710868057448,0.7617071390650407,0.9589340753906317,0.25,0.3652033878576085,0.3939070126933551,0.6471062714256908,0.0,0.0,0.0035673775611894786
Škoda,Karoq,0.8214285714285694,Manual,0.01991027835999492,Petrol,0.25862068965517243,0.3941242170064935,0.09615384615384615,0.535362634177133,0.25,0.0,0.2795306318130686,0.27652508762787154,0.0,0.0,0.17857142857142855,0.364012275690553,0.33182203614945527,0.07632587215164349,0.0,0.0,0.0018047101033782668
Škoda,Octavia,0.7857142857142918,Manual,0.03929733528586775,Diesel,0.25,0.702376808354067,0.11538461538461542,0.6160368152554995,0.375,0.0,0.2795306318130686,0.20620235002112755,0.0,0.9589340753906317,0.21428571428571427,0.5659140596187251,0.3391971505060307,0.07632587215164349,0.0,0.027777777777777776,0.0020730883958543504
Mercedes-Benz,A-class,0.642857142857153,Manual,0.1492790999352939,Diesel,0.034482758620689655,0.7437133627493355,0.09615384615384615,0.012653783625504168,0.25,0.0,1.0,0.16607347756415897,0.0,0.9589340753906317,0.3571428571428571,0.6382327657059884,0.35849655396909635,0.6471062714256908,0.0,0.0,0.01790401475317622
Ford,Kuga,0.6785714285714306,Manual,0.11604679890649813,Diesel,0.21551724137931033,0.5984449001602491,0.1923076923076923,0.36594685391256365,0.75,0.0,0.1588476258139253,0.24075175810004265,0.0,0.9589340753906317,0.3214285714285714,0.3850883437576178,0.35384084440904073,1.0,1.0,0.4444444444444444,0.0033596002105809753
Toyota,Yaris,0.8214285714285694,Manual,0.006136241907869683,Petrol,0.25,0.4543574819824561,0.09615384615384615,0.6805761601181926,0.375,0.0,0.1514357428353864,0.19242508080648957,0.0,0.0,0.17857142857142855,0.41125972498375307,0.31566385307046435,0.09901189755999196,0.0,0.027777777777777776,0.001893773696014135
Volkswagen,Passat,0.8571428571428612,Manual,0.0030062012575890317,Diesel,0.2519747755373978,0.5700998342892079,0.1923076923076923,0.2852726728341972,0.375,0.0,0.463296748877857,0.20675635485858954,0.0,0.9589340753906317,0.14285714285714285,0.36841277341884127,0.3155222101978906,0.5471869328493648,0.0,0.027777777777777776,0.002762431720300548
Ford,Focus,0.6785714285714306,Manual,0.1176474230570373,Petrol,0.034482758620689655,0.5984449001602491,0.0,0.6644413239025193,0.625,0.0,0.1588476258139253,0.21659839265967912,0.0,0.0,0.3214285714285714,0.8026724176578119,0.3544667364186188,1.0,1.0,0.25,0.011670694234921114
Mercedes-Benz,C-class,0.7857142857142918,Semi-Auto,0.016671878241109103,Diesel,0.25862068965517243,0.6645833871926787,0.21153846153846156,0.7128458325495391,0.625,0.0,1.0,0.20098710868057448,1.0,0.9589340753906317,0.21428571428571427,0.40226021083266733,0.3215026870398937,0.6471062714256908,1.0,0.25,0.0028449728653652116
BMW,X3,0.7142857142857224,Semi-Auto,0.07739652444744409,Diesel,0.25862068965517243,0.5299443243052328,0.1923076923076923,0.4788907074222766,0.5,0.0,0.8723071202050083,0.2511226774336644,1.0,0.9589340753906317,0.2857142857142857,0.34478904877224126,0.3447805430556903,0.31528533978624723,0.0,0.1111111111111111,0.0026715957383673873
Ford,Fiesta,0.8214285714285694,Semi-Auto,0.02168427766030235,Petrol,0.25,0.4638058372728033,0.0,0.31754234526554376,0.625,0.0,0.1588476258139253,0.1864010523001791,1.0,0.0,0.17857142857142855,0.6442544994394354,0.33390309681573127,1.0,1.0,0.25,0.0009972001968130584
Mercedes-Benz,A-class,0.8214285714285694,Automatic,0.04919829473156262,Petrol,0.25862068965517243,0.22523486619153948,0.05769230769230771,0.5514974703928063,0.625,0.0,1.0,0.16607347756415897,0.7617071390650407,0.0,0.17857142857142855,0.27215411258507066,0.36617951241991026,0.6471062714256908,1.0,0.25,0.0014579558493826184
Opel,Grandland X,0.7857142857142918,Manual,0.08290428143740382,Diesel,0.25,0.5559273013536873,0.09615384615384615,0.648306487686846,0.75,0.0,0.0,0.2754050782956793,0.0,0.9589340753906317,0.21428571428571427,0.49093189438012946,0.37330039597955844,0.47166767493446266,1.0,0.4444444444444444,0.001893773696014135
Ford,Ecosport,0.75,Manual,0.04214254533295768,Petrol,0.21551724137931033,0.5109181118057349,0.0,0.44662103499093,0.625,0.0,0.1588476258139253,0.20784177251434968,0.0,0.0,0.25,0.6996873604084608,0.3331821709130161,1.0,1.0,0.25,0.0012818267044959401
Volkswagen,Up,0.75,Manual,0.025696673983510776,Petrol,0.034482758620689655,0.6303330992651704,0.0,0.5514974703928063,0.25,0.0,0.463296748877857,0.12368955961618104,0.0,0.0,0.25,0.8401924509200589,0.3235359281038905,0.5471869328493648,0.0,0.0,0.011670694234921114
Ford,C-MAX,0.75,Manual,0.022034123944656172,Petrol,0.05172413793103448,0.54293581282946,0.0,0.33367718148121706,0.375,0.0,0.1588476258139253,0.1837933877099594,0.0,0.0,0.25,0.7373597671642707,0.32138767786985517,1.0,0.0,0.027777777777777776,0.007649197126369435
Volkswagen,Polo,0.7142857142857224,Manual,0.17505936550887152,Petrol,0.034482758620689655,0.5984449001602491,0.038461538461538436,0.7693177593043955,0.25,0.0,0.463296748877857,0.15579106685990002,0.0,0.0,0.2857142857142857,0.6634777263577472,0.39060746013609204,0.5471869328493648,0.0,0.0,0.01416402244222316
Ford,Focus,0.7142857142857224,Manual,0.07599404332521152,Petrol,0.3448275862068966,0.37877063965967955,0.1923076923076923,0.5514974703928063,0.5,0.0,0.1588476258139253,0.21659839265967912,0.0,0.0,0.2857142857142857,0.25585267363210007,0.3441224484785015,1.0,0.0,0.1111111111111111,0.0018090229672339342
Opel,Astra,0.6785714285714306,Manual,0.31888334019609965,Diesel,0.05172413793103448,0.6303330992651704,0.1923076923076923,0.2530030004028506,0.5,0.0,0.0,0.21009879375613122,0.0,0.9589340753906317,0.3214285714285714,0.4038483603887413,0.43315601055897474,0.47166767493446266,0.0,0.1111111111111111,0.016094341054327964
BMW,3 Series,0.8214285714285694,Semi-Auto,0.01026628565413515,Diesel,0.25,0.506323436079365,0.1923076923076923,0.39821652634391014,0.75,0.0,0.8723071202050083,0.18592006601561628,1.0,0.9589340753906317,0.17857142857142855,0.3308927401565942,0.32050876568619235,0.31528533978624723,1.0,0.4444444444444444,0.002790347195215212
Ford,Kuga,0.642857142857153,Manual,0.196947978167115,Diesel,0.25,0.5181338801922989,0.1923076923076923,0.6402390695790093,0.25,0.0,0.1588476258139253,0.24075175810004265,0.0,0.9589340753906317,0.3571428571428571,0.33784089446441773,0.37447366246007174,1.0,0.0,0.0,0.002790347195215212
Ford,Focus,0.8214285714285694,Manual,0.01509602196910826,Petrol,0.29402618199941316,0.5255795567266403,0.0,0.5676323066084796,0.75,0.0,0.1588476258139253,0.21659839265967912,0.0,0.0,0.17857142857142855,0.716938190387758,0.32617448058914267,1.0,1.0,0.4444444444444444,0.0007302675486187288
Opel,Meriva,0.6785714285714306,Manual,0.1797962222793259,Petrol,0.25,0.4543574819824561,0.07692307692307687,0.4627558712066033,0.375,0.0,0.0,0.1742050805785888,0.0,0.0,0.3214285714285714,0.44295654320706235,0.3787687793591795,0.47166767493446266,0.0,0.027777777777777776,0.00171445899617392
Volkswagen,Golf,0.8214285714285694,Semi-Auto,0.016408719531639412,Diesel,0.25862068965517243,0.47443523697444373,0.1923076923076923,0.6725087420103559,0.375,0.0,0.463296748877857,0.2070455123168875,1.0,0.9589340753906317,0.17857142857142855,0.31213272352547067,0.32771439284481635,0.5471869328493648,0.0,0.027777777777777776,0.0026715957383673873
Volkswagen,Polo,0.8214285714285694,Manual,0.0009071235514661034,Petrol,0.25,0.4638058372728033,0.0,0.7612503411965589,0.625,0.0,0.463296748877857,0.15579106685990002,0.0,0.0,0.17857142857142855,0.6442544994394354,0.3095296271274624,0.5471869328493648,1.0,0.25,0.0009972001968130584
Opel,Grandland X,0.8214285714285694,Manual,0.02882671463379143,Petrol,0.25,0.4094777943533076,0.038461538461538436,0.4708232893144399,0.375,0.0,0.0,0.2754050782956793,0.0,0.0,0.17857142857142855,0.47819361148245304,0.34228181750874814,0.47166767493446266,0.0,0.027777777777777776,0.001355829596493489
Ford,Fiesta,0.6785714285714306,Manual,0.06512404063170472,Petrol,0.21551724137931033,0.5299443243052328,0.015100064732936513,0.6644413239025193,0.375,0.0,0.1588476258139253,0.1864010523001791,0.0,0.0,0.3214285714285714,0.6671383260871895,0.333928519895424,1.0,0.0,0.027777777777777776,0.0014449741795957154
Audi,A4,0.75,Manual,0.09533775646364227,Petrol,0.25,0.49569403637772463,0.07692307692307687,0.6402390695790093,0.375,0.0,0.8945243971923289,0.18495031490607014,0.0,0.0,0.25,0.47769731474618,0.36438355343304557,0.3062109296229079,0.0,0.027777777777777776,0.00171445899617392
BMW,3 Series,0.8214285714285694,Semi-Auto,0.036603828494825054,Diesel,0.25,0.5299443243052328,0.1923076923076923,0.4708232893144399,0.5,0.0,0.8723071202050083,0.18592006601561628,1.0,0.9589340753906317,0.17857142857142855,0.34478904877224126,0.3514050712499091,0.31528533978624723,0.0,0.1111111111111111,0.002790347195215212
Ford,Focus,0.6785714285714306,Manual,0.17424512150192412,Diesel,0.20263202582115486,0.717886036272613,0.11538461538461542,0.5918345609319895,0.375,0.0,0.1588476258139253,0.21659839265967912,0.0,0.9589340753906317,0.3214285714285714,0.5773192730618897,0.3765981326025577,1.0,0.0,0.027777777777777776,0.002738105700228382
Mercedes-Benz,C-class,0.8214285714285694,Automatic,0.007188876745748437,Petrol,0.25,0.4094777943533076,0.1923076923076923,0.6644413239025193,0.5,0.0,1.0,0.20098710868057448,0.7617071390650407,0.0,0.17857142857142855,0.2739178748324413,0.3168986883698253,0.6471062714256908,0.0,0.1111111111111111,0.002790347195215212
Ford,Focus,0.8214285714285694,Manual,0.03910538422719574,Petrol,0.25,0.5984449001602491,0.0,0.23686816418717735,0.25,0.0,0.1588476258139253,0.21659839265967912,0.0,0.0,0.17857142857142855,0.8026724176578119,0.35433962102015515,1.0,0.0,0.0,0.0009972001968130584
Volkswagen,T-roc,0.8214285714285694,Manual,0.01640252756200483,Diesel,0.25,0.4354607714017619,0.1923076923076923,0.6402390695790093,0.5,0.0,0.463296748877857,0.26654580665888955,0.0,0.9589340753906317,0.17857142857142855,0.28920381430965303,0.3277071291077613,0.5471869328493648,0.0,0.1111111111111111,0.002790347195215212
Ford,Focus,0.8214285714285694,Manual,0.029631670686286946,Diesel,0.2527919081824587,0.3007896586656608,0.09615384615384615,0.648306487686846,0.375,0.0,0.1588476258139253,0.21659839265967912,0.0,0.9589340753906317,0.17857142857142855,0.29079991016011825,0.34322610332590653,1.0,0.0,0.027777777777777776,0.0018642688660418956
Škoda,Yeti Outdoor,0.75,Manual,0.06749866098656651,Diesel,0.05172413793103448,0.6303330992651704,0.1923076923076923,0.357879435804727,0.75,0.0,0.2795306318130686,0.19412956855217703,0.0,0.9589340753906317,0.25,0.4038483603887413,0.3480546725332606,0.07632587215164349,1.0,0.4444444444444444,0.016094341054327964
Ford,Fiesta,0.75,Manual,0.028408756683457215,Petrol,0.034482758620689655,0.6303330992651704,0.0,0.9960924909043717,0.375,0.0,0.1588476258139253,0.1864010523001791,0.0,0.0,0.25,0.8401924509200589,0.3251266865189496,1.0,0.0,0.027777777777777776,0.011670694234921114
Volkswagen,Golf,0.7142857142857224,Manual,0.06897234975959676,Petrol,0.05172413793103448,0.5181338801922989,0.07692307692307687,0.3901491082360735,0.75,0.0,0.463296748877857,0.2070455123168875,0.0,0.0,0.2857142857142857,0.4965565907245581,0.34082761735032424,0.5471869328493648,1.0,0.4444444444444444,0.011027254697552846
