Brand,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage
Ford,Fiesta,2016,8299.0,Manual,13788.0,Petrol,125.0,54.3,1.2,98.0,2,0.0
Mercedes-Benz,A-Class,2017,75089.0,Semi-Auto,5226.0,Petrol,145.0,30.4,4.0,56.0,0,0.0
Mercedes-Benz,C-Class,2019,44480.0,Semi-Auto,9103.0,Petrol,145.0,29.1,3.0,49.0,0,0.0
Ford,Focus,2019,18991.0,Automatic,2986.0,Petrol,,,1.0,33.0,3,0.0
Toyota,Yaris,2017,14500.0,Automatic,20413.0,Hybrid,135.0,67.3,1.5,88.0,1,0.0
Volkswagen,Golf SV,2018,18490.0,Automatic,4588.0,Petrol,145.0,42.2,1.5,49.0,4,0.0
Volkswagen,Golf,2019,18991.0,Automatic,4000.0,Diesel,145.0,51.4,1.6,77.0,3,0.0
Opel,Mokka X,2019,12499.0,Manual,16644.0,Petrol,145.0,39.2,1.4,78.0,4,0.0
Toyota,Aygo,2017,6730.0,Manual,15453.0,Petrol,0.0,69.0,,91.0,1,0.0
Volkswagen,Polo,2017,10495.0,Manual,18744.0,Petrol,145.0,60.1,1.0,67.0,0,0.0
Ford,Focus,2018,13500.0,Manual,25535.0,Diesel,,,1.5,55.0,4,0.0
Volkswagen,Golf,2015,12490.0,Automatic,46000.0,Diesel,30.0,62.8,2.0,71.0,3,0.0
Volkswagen,Golf,2019,21995.0,Manual,5445.0,,145.0,62.8,2.0,32.0,0,0.0
BMW,X2,2019,23250.0,Automatic,8579.0,Petrol,145.0,42.2,1.5,94.0,,0.0
BMW,X5,2016,28488.0,Automatic,49880.0,Diesel,200.0,47.1,3.0,52.0,4,0.0
BMW,6 Series,2014,16500.0,Automatic,67476.0,Diesel,160.0,49.6,3.0,97.0,3,0.0
Ford,Kuga,2019,22500.0,Automatic,4030.0,Petrol,150.0,31.0,1.5,43.0,0,0.0
Ford,EcoSport,2017,8995.0,Manual,29338.0,Petrol,125.0,53.3,1.0,53.0,2,0.0
Volkswagen,Tiguan,2019,21990.0,Manual,9234.0,Diesel,145.0,47.9,2.0,58.0,4,0.0
Mercedes-Benz,C-Class,2017,22900.0,Automatic,15384.0,Petrol,145.0,47.1,2.0,73.0,4,0.0
Opel,Astra,2019,12998.0,Manual,13590.0,Petrol,150.0,51.4,1.4,58.0,3,0.0
Ford,Kuga,2019,18800.0,Manual,8579.0,Petrol,145.0,39.2,1.5,71.0,4,0.0
Mercedes-Benz,C-Class,2016,22998.0,Semi-Auto,23090.0,Diesel,30.0,65.7,2.1,95.0,4,0.0
Škoda,Octavia,2016,10895.0,Automatic,45012.0,Diesel,0.0,74.3,1.6,37.0,2,
Audi,A1,2016,13180.0,Manual,14722.0,Diesel,20.0,72.4,1.6,88.0,3,0.0
Škoda,Fabia,2019,12537.0,Semi-Auto,12837.0,Petrol,145.0,60.1,1.0,39.0,1,0.0
Mercedes-Benz,,2017,21000.0,Automatic,27566.0,Diesel,,,2.1,50.0,3,0.0
Mercedes-Benz,A-Class,2018,19250.0,Semi-Auto,3214.0,Diesel,145.0,74.3,1.5,67.0,2,0.0
Ford,Focus,2015,7295.0,Manual,58291.0,Diesel,20.0,67.3,1.6,49.0,1,0.0
Opel,Adam,2019,9617.0,Manual,2018.0,Petrol,145.0,44.8,1.2,55.0,3,0.0
Ford,Fiesta,2018,11799.0,,15119.0,Petrol,145.0,60.1,1.0,97.0,1,0.0
Ford,Focus,2015,8395.0,Manual,58500.0,Diesel,,,1.5,58.0,4,0.0
Opel,Adam,2019,9960.0,Manual,5408.0,Petrol,145.0,44.8,1.2,78.0,4,0.0
Audi,A3,2018,19647.0,Manual,10204.0,Petrol,145.0,42.2,1.5,35.0,3,0.0
Ford,Ka+,2018,9295.0,Manual,17537.0,Petrol,145.0,47.9,1.2,85.0,4,0.0
Toyota,Aygo,2017,5790.0,Manual,26333.0,Petrol,,69.0,1.0,50.0,4,0.0
BMW,4 Series,2016,18430.0,Semi-Auto,22220.0,Diesel,30.0,65.7,2.0,95.0,3,0.0
Hyundai,i10,2016,5910.0,Manual,,Petrol,20.0,60.1,1.0,53.0,4,0.0
Opel,Corsa,2017,7650.0,Manual,28563.0,Petrol,125.0,54.3,1.4,34.0,1,0.0
Volkswagen,Polo,2016,9244.0,Manual,37656.0,Petrol,20.0,60.1,1.2,79.0,0,0.0
Ford,Fiesta,2018,11499.0,Manual,27851.0,Petrol,145.0,62.8,1.0,79.0,1,0.0
Audi,A1,2013,9313.0,Manual,37502.0,Petrol,125.0,53.3,1.4,47.0,1,0.0
Mercedes-Benz,A-Class,2019,20160.0,Manual,10472.0,Petrol,145.0,47.1,1.3,92.0,2,0.0
Mercedes-Benz,E-Class,2017,21399.0,Semi-Auto,19995.0,Diesel,145.0,72.4,2.0,78.0,,0.0
Škoda,Fabia,2015,7500.0,Manual,,Petrol,20.0,60.1,1.2,92.0,0,0.0
Opel,Mokka X,2017,11154.0,Manual,20290.0,Petrol,145.0,47.1,1.4,58.0,4,0.0
Mercedes-Benz,GLA-Class,2016,19490.0,Automatic,17910.0,Diesel,125.0,56.5,2.1,91.0,4,0.0
Volkswagen,Golf,2015,19000.0,Automatic,34366.0,Petrol,205.0,40.4,2.0,42.0,1,0.0
Ford,Fiesta,2013,6000.0,Manual,35000.0,Petrol,30.0,54.3,1.2,41.0,1,0.0
Ford,,2015,9498.0,Manual,65151.0,Diesel,145.0,54.3,2.0,46.0,1,0.0
Toyota,Auris,2017,13595.0,Automatic,50839.0,Hybrid,0.0,78.5,1.8,88.0,1,0.0
Toyota,RAV4,2017,19995.0,Automatic,31685.0,Hybrid,20.0,55.4,2.5,90.0,2,0.0
BMW,1 Series,2012,5295.0,Manual,95360.0,Diesel,30.0,62.8,2.0,90.0,3,0.0
Volkswagen,Polo,2016,10000.0,Manual,23000.0,Petrol,20.0,60.1,1.2,64.0,0,0.0
Toyota,Avensis,2017,11495.0,Manual,31141.0,Diesel,145.0,58.9,2.0,84.0,3,0.0
BMW,5 Series,2017,15750.0,Automatic,28762.0,Diesel,30.0,62.8,2.0,91.0,3,0.0
Opel,Grandland X,2019,20603.0,Manual,1764.0,Diesel,145.0,48.7,1.5,84.0,1,0.0
Volkswagen,Up,2018,8489.0,Manual,13524.0,Petrol,145.0,64.2,1.0,49.0,1,0.0
Toyota,Yaris,2018,10985.0,Manual,11898.0,Petrol,145.0,58.9,1.5,38.0,3,0.0
Ford,Focus,2016,15998.0,Manual,82584.13442011928,Petrol,,,2.0,76.0,0,0.0
Opel,Mokka X,2017,10999.0,Manual,40993.0,Petrol,145.0,47.1,1.4,50.0,0,0.0
BMW,1 Series,2016,10400.0,Manual,30902.0,Diesel,20.0,72.4,1.5,,0,0.0
Ford,Focus,2019,17498.0,Manual,14074.0,Diesel,,,1.5,62.0,0,0.0
Volkswagen,Polo,2018,12000.0,Manual,19950.0,Petrol,150.0,64.2,1.0,68.0,3,0.0
BMW,i3,2016,19490.0,Automatic,8421.0,Hybrid,0.0,,,31.0,4,0.0
Ford,Focus,2017,19980.0,Manual,,Petrol,,,2.0,67.0,0,
Opel,Astra,2010,3295.0,Manual,60750.0,Petrol,260.0,36.7,1.8,60.0,3,0.0
Opel,Astra,2016,10490.0,Automatic,10400.0,Petrol,125.0,51.4,1.4,33.0,1,0.0
Ford,,2015,6999.0,Manual,27425.0,Petrol,125.0,54.3,1.2,94.0,4,0.0
Ford,Fiesta,2020,16999.0,Manual,12.0,Petrol,145.0,56.5,1.0,73.0,0,0.0
Audi,TT,2019,36750.0,Semi-Auto,3339.0,Petrol,145.0,34.5,2.0,54.0,1,0.0
Toyota,Aygo,2018,8498.0,Manual,10498.0,Petrol,145.0,68.9,1.0,85.0,0,0.0
Volkswagen,Golf,2019,17950.0,Automatic,9191.0,Diesel,145.0,53.3,2.0,55.0,3,0.0
BMW,X1,2014,10298.0,Manual,58630.0,Diesel,160.0,51.4,2.0,48.0,1,0.0
Ford,B-MAX,2017,8999.0,Manual,25000.0,Petrol,30.0,55.4,1.0,84.0,0,0.0
Volkswagen,Polo,2019,17690.0,Semi-Auto,4471.0,Petrol,145.0,46.3,1.0,91.0,4,0.0
Volkswagen,Up,2020,11520.0,Manual,50.0,Petrol,150.0,51.4,1.0,85.0,1,0.0
Toyota,Yaris,2017,10000.0,Manual,34500.0,Petrol,150.0,58.9,1.5,97.0,1,
Škoda,Octavia,2016,11890.0,Semi-Auto,24054.0,Petrol,30.0,58.9,1.4,49.0,4,0.0
Toyota,Yaris,2016,10584.0,,11903.0,Petrol,30.0,58.0,1.3,94.0,1,0.0
Ford,Galaxy,2019,21950.0,Manual,10744.0,Diesel,145.0,55.4,2.0,38.0,0,0.0
BMW,1 Series,2019,21480.0,Semi-Auto,7796.0,Petrol,145.0,47.9,2.0,85.0,3,0.0
Opel,,2016,9290.0,Automatic,28500.0,Diesel,200.0,,2.0,50.0,2,0.0
Volkswagen,Golf,2017,13990.0,Manual,11785.0,Petrol,150.0,65.7,1.0,74.0,2,0.0
Opel,Meriva,2016,6998.0,Manual,21532.0,Petrol,145.0,47.1,1.4,,2,0.0
Toyota,Yaris,2018,10698.0,Manual,14320.0,Petrol,145.0,58.9,1.5,87.0,3,0.0
Opel,Grandland X,2018,17664.0,Automatic,4355.0,Diesel,145.0,57.7,1.5,91.0,0,0.0
Hyundai,i30,2017,8490.0,Manual,35073.0,Diesel,150.0,78.4,1.6,89.0,4,0.0
Opel,Mokka X,2017,10670.0,Semi-Auto,36184.0,Petrol,160.0,43.5,1.4,91.0,2,0.0
Toyota,CH-R,2017,17995.0,Automatic,38674.0,Hybrid,0.0,74.3,1.8,47.0,4,0.0
Ford,Fiesta,2017,9700.0,Manual,28186.0,Petrol,0.0,65.7,1.0,84.0,,0.0
Opel,Astra,2017,10500.0,Manual,17408.0,Petrol,125.0,51.4,1.4,59.0,2,0.0
Mercedes-Benz,E-Class,2016,18260.0,Automatic,37199.0,Diesel,,65.7,2.0,59.0,2,0.0
Audi,A3,2017,14699.0,Automatic,27743.0,Diesel,145.0,70.6,1.6,66.0,3,0.0
Mercedes-Benz,C-Class,2019,32950.0,Automatic,3061.0,Petrol,,,2.0,71.0,4,0.0
Opel,Astra,2019,13000.0,Manual,15112.0,Petrol,150.0,51.4,1.4,64.0,1,0.0
Volkswagen,Tiguan,2018,21799.0,Semi-Auto,17372.0,Petrol,145.0,40.4,1.4,61.0,4,0.0
Ford,Kuga,2019,19350.0,Manual,8114.0,Diesel,145.0,36.7,2.0,53.0,0,0.0
Toyota,GT86,2017,20995.0,Manual,6445.0,Petrol,145.0,36.2,2.0,34.0,2,0.0
Ford,Grand C-MAX,2018,11795.0,Manual,21965.0,Petrol,145.0,54.3,1.0,99.0,4,0.0
Ford,Focus,2017,10595.0,Manual,27500.0,Petrol,150.0,61.4,1.0,40.0,3,0.0
Ford,Fiesta,2013,6140.0,Manual,35110.0,,30.0,54.3,1.2,82.0,0,0.0
Mercedes-Benz,C-Class,2019,28480.0,Automatic,3600.0,Diesel,,,2.0,84.0,0,0.0
Volkswagen,Golf,2017,12937.0,Automatic,18462.0,Petrol,0.0,65.7,1.0,42.0,0,0.0
Mercedes-Benz,C-Class,2016,14450.0,Semi-Auto,19598.0,Petrol,125.0,53.3,2.0,90.0,3,0.0
Ford,Fiesta,2019,11495.0,Manual,3296.0,Petrol,150.0,55.4,1.1,74.0,3,0.0
Volkswagen,Polo,2007,2995.0,Automatic,106000.0,Petrol,200.0,40.9,1.4,40.0,1,0.0
Opel,Crossland X,2019,13995.0,Automatic,12856.0,Petrol,150.0,42.2,1.2,71.0,2,0.0
Toyota,Yaris,2019,10660.0,Manual,5988.0,Petrol,145.0,47.9,1.5,43.0,1,0.0
Škoda,Superb,2019,18998.0,Semi-Auto,16498.0,Diesel,150.0,62.8,2.0,32.0,4,0.0
Volkswagen,T-Cross,2019,22990.0,Automatic,3467.0,Petrol,150.0,45.6,1.0,,4,0.0
Ford,Focus,2013,5991.0,Manual,52117.0,Petrol,30.0,56.5,1.0,53.0,0,0.0
Ford,Focus,2015,8998.0,Manual,25171.0,Diesel,,,1.5,48.0,4,0.0
Škoda,Fabia,2016,10490.0,Semi-Auto,19969.0,Petrol,20.0,60.1,1.2,61.0,4,0.0
Ford,Kuga,2018,16599.0,Manual,21517.0,Diesel,145.0,54.3,2.0,64.0,0,0.0
Mercedes-Benz,C-Class,2015,13498.0,Manual,31125.0,Diesel,,,2.1,77.0,4,0.0
Audi,A1,2016,14495.0,Manual,20905.0,Petrol,30.0,56.5,1.4,48.0,0,0.0
Ford,Focus,2011,5925.0,Manual,46054.0,Petrol,,,1.6,82.0,3,0.0
Volkswagen,Golf,2019,17790.0,Manual,6173.0,Petrol,145.0,47.1,1.5,39.0,1,0.0
Volkswagen,Up,2018,9000.0,Manual,15367.0,Petrol,145.0,64.2,1.0,85.0,3,0.0
Volkswagen,Golf,2018,11480.0,Semi-Auto,34117.0,Petrol,145.0,56.5,1.4,88.0,2,0.0
Ford,Fiesta,2017,9499.0,Manual,19893.0,Petrol,145.0,65.7,1.0,38.0,3,0.0
Audi,A6,2019,32991.0,Automatic,2250.0,Diesel,145.0,47.9,2.0,82.0,6,0.0
Mercedes-Benz,C-Class,2019,38999.0,Semi-Auto,3220.0,Petrol,145.0,30.4,3.0,52.0,3,0.0
BMW,X4,2019,34995.0,,8098.0,Diesel,145.0,42.8,2.0,40.0,2,
Hyundai,Tucson,2019,18995.0,Manual,9676.0,Diesel,145.0,48.7,1.6,75.0,4,0.0
Hyundai,i30,2019,13750.0,Manual,2813.0,Petrol,145.0,45.6,1.0,57.0,2,0.0
Ford,Ka+,2019,11999.0,Manual,11.0,Petrol,145.0,43.5,1.2,66.0,3,0.0
Audi,A4,2017,17450.0,Manual,31000.0,Diesel,145.0,70.6,3.7392354812099646,41.0,4,0.0
Ford,Focus,2017,12100.0,Manual,13579.0,Diesel,,,1.5,41.0,1,0.0
Ford,Kuga,2019,17500.0,Manual,12270.0,,150.0,45.6,1.5,57.0,3,0.0
Volkswagen,Golf,2017,13350.0,Manual,29167.0,Petrol,30.0,53.3,1.4,48.0,3,0.0
Opel,Viva,2016,5700.0,Manual,59486.0,Petrol,20.0,62.8,1.0,95.0,3,0.0
Hyundai,Kona,2019,19995.0,Semi-Auto,25.0,Petrol,145.0,37.7,1.6,97.0,1,0.0
Mercedes-Benz,GLA-Class,2018,22299.0,Semi-Auto,6500.0,Diesel,145.0,67.3,2.1,43.0,2,0.0
BMW,1 Series,2017,21307.0,Semi-Auto,12969.0,Petrol,145.0,39.8,3.0,32.0,,0.0
Mercedes-Benz,SLK-Class,2004,4890.0,Automatic,46000.0,Petrol,330.0,28.0,3.5,57.0,1,0.0
Ford,Focus,2016,11995.0,Automatic,12320.0,Petrol,125.0,51.4,1.0,57.0,4,0.0
Audi,A4,2018,17400.0,Manual,18000.0,Petrol,150.0,52.3,1.4,95.0,1,0.0
Ford,Focus,2018,18520.0,Manual,11958.0,,,,2.0,64.0,2,0.0
Volkswagen,Shuttle,2020,25199.0,Manual,1000.0,Diesel,150.0,37.7,2.0,37.0,0,0.0
Audi,A3,2016,15390.0,Manual,25580.0,Diesel,20.0,68.9,1.6,93.0,1,0.0
Škoda,Kodiaq,2019,27990.0,Automatic,,Diesel,145.0,37.2,2.0,86.0,0,0.0
Ford,Focus,2018,12390.0,Manual,12664.0,Petrol,145.0,57.7,1.0,93.0,2,0.0
Opel,Corsa,2019,8470.0,Manual,8047.0,Petrol,145.0,43.5,1.4,60.0,1,0.0
Audi,A6,2017,21195.0,,32000.0,Diesel,,61.4,2.0,84.0,2,0.0
Škoda,Scala,2019,16990.0,Manual,2653.0,Petrol,145.0,49.6,1.0,89.0,4,0.0
Audi,A3,2016,11999.0,Automatic,41085.0,Diesel,0.0,74.3,1.6,92.0,3,0.0
Toyota,Aygo,2020,10295.0,Manual,50.0,Petrol,145.0,56.5,1.0,48.0,,0.0
Ford,Kuga,2018,14499.0,Manual,44934.0,Diesel,145.0,64.2,1.5,,0,0.0
Audi,A1,2012,6790.0,Manual,65794.0,Diesel,0.0,74.3,1.6,48.0,0,0.0
Toyota,CH-R,2018,17798.0,Automatic,20691.0,Hybrid,135.0,74.3,,64.0,1,0.0
Mercedes-Benz,A-Class,2014,13495.0,Semi-Auto,61500.0,Petrol,145.0,49.6,1.6,56.0,2,0.0
Ford,Focus,2018,14497.0,Manual,7066.0,Petrol,,,1.0,45.0,4,0.0
Audi,A5,2019,30000.0,Manual,4500.0,Petrol,145.0,37.2,2.0,82.0,4,0.0
Opel,Mokka,2018,13200.0,Manual,6506.0,Petrol,150.0,39.2,1.4,37.0,4,0.0
Hyundai,i30,2016,8798.0,Manual,31796.0,Diesel,0.0,78.4,1.6,72.0,2,0.0
Opel,Mokka X,2018,13995.0,Manual,22678.0,Petrol,145.0,39.2,1.4,69.0,1,0.0
Mercedes-Benz,CL-Class,2016,17590.0,Manual,18120.0,Diesel,20.0,67.3,2.1,38.0,0,0.0
BMW,X4,2019,41995.0,Semi-Auto,1501.0,,145.0,40.9,3.0,63.0,1,0.0
Ford,Focus,2019,17610.0,Automatic,7886.0,Petrol,,,1.0,75.0,1,0.0
Volkswagen,Golf,2019,19990.0,Semi-Auto,3588.0,Diesel,145.0,52.3,2.0,94.0,3,0.0
Ford,Focus,2017,12339.0,Manual,17333.0,Petrol,145.0,57.7,1.0,60.0,0,0.0
Ford,Fiesta,2018,10990.0,Manual,28138.0,Petrol,145.0,,1.0,70.0,1,0.0
Opel,Mokka X,2017,10498.0,Manual,26360.0,Petrol,145.0,42.2,1.6,45.0,4,0.0
Volkswagen,T-Roc,2020,21000.0,Manual,999.0,,145.0,50.4,1.6,99.0,3,0.0
Volkswagen,Polo,2016,10291.0,Manual,5650.0,Petrol,20.0,58.9,1.0,44.0,3,0.0
Mercedes-Benz,C-Class,2019,31299.0,Semi-Auto,4233.0,Diesel,,,2.0,45.0,0,0.0
Toyota,Aygo,2014,5698.0,Manual,53501.0,Petrol,0.0,69.0,1.0,64.0,0,0.0
Mercedes-Benz,GLA-Class,2015,18395.0,Semi-Auto,15296.0,Diesel,125.0,56.5,2.1,52.0,3,0.0
Mercedes-Benz,C-Class,2017,17600.0,Automatic,21841.0,Diesel,30.0,60.1,2.1,33.0,4,0.0
BMW,4 Series,2019,32880.0,Unknown,5000.0,Petrol,145.0,41.5,3.0,45.0,4,0.0
Mercedes-Benz,C-Class,2019,26980.0,Semi-Auto,11423.0,Diesel,145.0,61.4,2.0,67.0,4,0.0
Ford,Edge,2018,22998.0,Semi-Auto,9343.0,Diesel,145.0,47.9,2.0,70.0,3,0.0
Mercedes-Benz,C-Class,2017,18500.0,Automatic,36831.0,Diesel,,,2.1,39.0,1,0.0
Audi,A5,2019,33499.0,Semi-Auto,8053.0,Diesel,150.0,44.8,2.0,38.0,3,0.0
Toyota,Auris,2014,13499.0,Automatic,32624.0,Hybrid,0.0,72.4,1.8,73.0,2,0.0
Mercedes-Benz,CL-Class,2015,14700.0,Manual,57119.0,Petrol,125.0,50.4,1.6,57.0,3,0.0
Opel,Corsa,2017,9720.0,Automatic,9500.0,Petrol,150.0,47.9,1.4,54.0,0,0.0
Opel,Adam,2017,8299.0,Manual,5626.0,Petrol,125.0,53.3,1.2,74.0,0,0.0
Audi,Q8,2019,49990.0,Semi-Auto,3062.0,Diesel,145.0,33.6,3.0,55.0,3,0.0
Škoda,Octavia,2023,12449.0,Manual,25605.0,Diesel,145.0,68.9,1.6,91.0,4,0.0
Ford,Focus,2018,12490.0,Manual,11320.0,Petrol,150.0,60.1,1.0,74.0,0,0.0
Mercedes-Benz,C-Class,2019,32490.0,Automatic,2600.0,Diesel,145.0,51.4,2.0,89.0,4,0.0
Škoda,Citigo,2018,7995.0,Manual,2064.0,Petrol,,64.2,1.0,54.0,3,0.0
Toyota,Avensis,2018,12295.0,,,Diesel,145.0,67.3,1.6,89.0,4,0.0
Mercedes-Benz,GLC-Class,2019,27227.0,Semi-Auto,13387.0,Diesel,145.0,56.5,2.1,48.0,0,0.0
Opel,Mokka,2014,7510.0,Manual,41110.0,Petrol,200.0,43.5,1.6,46.0,2,0.0
Mercedes-Benz,C-Class,2017,20200.0,Automatic,16087.0,Hybrid,,,2.1,47.0,4,0.0
Ford,Fiesta,2016,8495.0,Manual,22969.0,Petrol,0.0,65.7,1.0,65.0,1,0.0
Opel,Combo Life,2019,14990.0,Manual,9500.0,Petrol,145.0,42.2,1.2,54.0,1,0.0
Ford,Fiesta,2018,11000.0,Manual,9540.0,Petrol,145.0,65.7,1.0,68.0,3,0.0
Volkswagen,Polo,2018,12000.0,Manual,15000.0,Petrol,150.0,64.2,1.0,95.0,3,0.0
Škoda,Superb,2019,20800.0,Semi-Auto,8487.0,Petrol,150.0,36.7,1.5,86.0,2,0.0
Opel,Corsa,2016,6571.0,Manual,38255.0,Petrol,30.0,55.4,1.4,41.0,1,0.0
Volkswagen,Golf,2015,8499.0,Manual,65040.0,Diesel,20.0,68.9,2.0,53.0,2,0.0
Ford,Fiesta,2013,5500.0,Manual,62187.0,Petrol,30.0,54.3,1.2,85.0,0,0.0
Ford,Kuga,2016,13998.0,Manual,15782.0,Diesel,30.0,64.2,1.5,69.0,4,0.0
Škoda,Fabia,2016,8300.0,Manual,32972.0,Petrol,20.0,,1.2,56.0,4,0.0
Audi,A3,2019,22990.0,Semi-Auto,5711.0,Petrol,145.0,41.5,1.5,3.11529529741442,2,0.0
Mercedes-Benz,A-Class,2017,14500.0,Manual,53901.0,Diesel,20.0,68.9,1.5,61.0,0,0.0
Mercedes-Benz,GLC-Class,2019,35800.0,Semi-Auto,3251.0,Diesel,145.0,40.9,2.0,30.0,4,0.0
Volkswagen,T-Cross,2019,17495.0,Manual,,Petrol,145.0,47.9,1.0,65.0,0,0.0
Opel,Corsa,2017,8507.0,Manual,8596.0,Petrol,30.0,55.4,1.4,43.0,0,0.0
BMW,1 Series,2018,17991.0,Manual,7100.0,Petrol,145.0,37.2,1.5,42.0,4,0.0
Volkswagen,Tiguan,2019,29900.0,Semi-Auto,,Diesel,145.0,39.2,2.0,97.0,4,0.0
Ford,Kuga,2017,13490.0,Manual,28808.0,Diesel,145.0,60.1,2.0,82.0,0,0.0
Volkswagen,Golf,2019,20995.0,Manual,1125.0,Diesel,145.0,57.7,1.6,44.0,2,0.0
Opel,Crossland X,2019,12798.0,Manual,12409.0,Petrol,145.0,44.8,1.2,74.0,1,0.0
Opel,Insignia,2018,12795.0,Manual,10505.0,Petrol,,47.1,1.5,34.0,2,0.0
Ford,Focus,2017,12410.0,Manual,4948.0,Diesel,145.0,74.3,1.5,30.0,0,0.0
Mercedes-Benz,E-Class,2018,25980.0,Automatic,12155.0,Diesel,145.0,58.9,2.0,68.0,1,0.0
Mercedes-Benz,C-Class,2019,32289.0,Automatic,1000.0,Petrol,145.0,46.3,1.5,94.0,4,
Mercedes-Benz,C-Class,2017,16495.0,Semi-Auto,34270.0,Diesel,30.0,64.2,1.6,83.0,1,0.0
Ford,Focus,2019,18391.0,Manual,8636.0,Petrol,,,1.0,57.0,4,0.0
Ford,S-MAX,2019,25995.0,Manual,,Diesel,145.0,54.3,2.0,59.0,0,0.0
Toyota,Aygo,2018,10500.0,Manual,7094.0,Petrol,145.0,56.5,1.0,41.0,1,0.0
Mercedes-Benz,B-Class,2017,14286.0,Automatic,16280.0,Diesel,145.0,68.9,2.1,46.0,0,0.0
Volkswagen,Polo,2018,11795.0,Manual,12584.0,Petrol,145.0,64.2,1.0,94.0,2,0.0
Volkswagen,Golf,2019,17000.0,Manual,7000.0,Diesel,145.0,57.7,1.6,44.0,2,0.0
Mercedes-Benz,GLC-Class,2018,28295.0,Semi-Auto,15000.0,Diesel,145.0,56.5,2.1,61.0,0,0.0
Ford,Kuga,2019,17990.0,Manual,12666.0,Diesel,145.0,47.9,2.0,49.0,0,0.0
Škoda,,2017,7200.0,Manual,23629.0,Petrol,,62.8,1.0,96.0,3,0.0
BMW,X3,2016,19990.0,Semi-Auto,34325.0,Diesel,145.0,54.3,2.0,75.0,0,0.0
Ford,Fiesta,2017,8899.0,Manual,12289.0,Petrol,125.0,54.3,1.2,54.0,3,0.0
Mercedes-Benz,C-Class,2017,17249.0,Automatic,27814.0,Petrol,125.0,,2.0,44.0,2,0.0
Ford,Kuga,2019,21995.0,Manual,4000.0,Diesel,145.0,39.2,2.0,46.0,4,0.0
Opel,Viva,2016,5899.0,Manual,24294.0,Petrol,20.0,62.8,1.0,32.0,1,0.0
Ford,Focus,2019,15000.0,Manual,13337.0,Diesel,145.0,,1.5,77.0,0,0.0
Ford,Mondeo,2019,19500.0,Manual,21.0,Diesel,145.0,65.7,2.0,57.0,2,0.0
Audi,Q3,2017,17998.0,Manual,19331.0,Diesel,125.0,57.7,2.0,82.0,0,0.0
Volkswagen,Polo,2008,3195.0,Manual,58500.0,Petrol,160.0,11.417267753816397,1.4,90.0,1,0.0
Audi,A4,2017,26995.0,Semi-Auto,19650.0,Petrol,145.0,38.7,3.0,77.0,4,0.0
BMW,1 Series,2019,17797.0,Manual,12266.0,Diesel,150.0,65.7,2.0,99.0,0,0.0
Hyundai,i800,2019,22998.0,Manual,2269.0,Diesel,145.0,31.7,2.5,85.0,3,0.0
Mercedes-Benz,E-Class,2013,5995.0,Manual,127600.0,Diesel,125.0,51.4,2.1,35.0,0,0.0
BMW,X5,2015,25990.0,Automatic,47000.0,Diesel,200.0,47.1,3.0,54.0,0,0.0
Volkswagen,T-Roc,2019,18995.0,Manual,15996.0,Petrol,150.0,44.1,1.0,98.0,0,0.0
Opel,Corsa,2016,8995.0,,52808.0,Petrol,235.0,37.7,1.6,54.0,2,0.0
Hyundai,Santa Fe,2017,17998.0,Semi-Auto,40124.0,Diesel,235.0,42.8,2.2,98.0,4,0.0
Mercedes-Benz,C-Class,2017,16489.0,Automatic,62480.0,Diesel,30.0,60.1,2.1,66.0,0,0.0
Volkswagen,Polo,2017,11490.0,Manual,22236.0,Petrol,145.0,60.1,1.2,59.0,1,0.0
Audi,S3,2017,23990.0,Manual,12500.0,Petrol,145.0,39.8,2.0,53.0,2,0.0
Opel,Grandland X,2019,16291.0,Manual,9165.0,Petrol,150.0,44.1,1.2,30.0,0,0.0
Ford,Kuga,2019,16995.0,Manual,13255.0,Diesel,145.0,47.9,2.0,38.0,0,0.0
Hyundai,Tucson,2017,14407.0,Semi-Auto,36541.0,Diesel,150.0,57.6,1.7,71.0,0,0.0
Toyota,Aygo,2009,4050.0,Manual,28230.0,Petrol,20.0,62.8,1.0,50.0,3,0.0
BMW,X5,2016,32998.0,Automatic,12525.0,Diesel,200.0,47.1,3.0,87.0,4,0.0
Mercedes-Benz,C-Class,2019,22699.0,Semi-Auto,23185.0,Petrol,145.0,46.3,1.5,79.0,3,0.0
Audi,A1,2013,8399.0,Manual,29899.0,Petrol,125.0,53.3,1.4,77.0,0,0.0
BMW,X5,2016,27852.0,Automatic,57501.0,Hybrid,0.0,85.6,2.0,41.0,4,0.0
Ford,Fiesta,2016,10500.0,Manual,16640.0,Petrol,0.0,65.7,1.0,64.0,0,0.0
BMW,X6,2019,56995.0,Semi-Auto,2055.0,Diesel,145.0,34.9,3.0,81.0,3,0.0
Ford,S-MAX,2016,15880.0,Automatic,46200.0,Diesel,145.0,52.3,2.0,33.0,3,0.0
Ford,Focus,2018,11999.0,Manual,13678.0,Petrol,145.0,57.7,1.0,73.0,4,0.0
Audi,A6,2016,16498.0,Manual,62668.0,Diesel,30.0,61.4,2.0,33.0,4,0.0
Volkswagen,T-Roc,2019,22990.0,Semi-Auto,3477.0,Petrol,150.0,39.8,1.5,74.0,1,0.0
