carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage,model_engine_freq,y_true,y_pred,residual,abs_residual
37734,Mercedes-Benz,X-Class,2019.0,Automatic,40.0,Diesel,260.0,31.4,3.0,93.0,1.0,0.0,2.833213344056216,32500.0,39563.125,-7063.125,7063.125
66913,Volkswagen,Tiguan,2019.0,Manual,24532.0,Diesel,303.1488914624556,42.8,2.0,82.0,4.0,0.0,6.901737206656574,22995.0,15931.996,7063.00390625,7063.00390625
37634,Mercedes-Benz,CL-Class,2015.0,Semi-Auto,47658.0,Petrol,200.0,42.8,2.0,78.0,4.0,0.0,4.204692619390966,18649.0,25710.328,-7061.328125,7061.328125
7272,Audi,Q7,2019.0,Semi-Auto,6227.0,Diesel,145.0,33.2,3.0,68.0,3.0,0.0,5.3230099791384085,59950.0,52891.29,7058.7109375,7058.7109375
11515,BMW,1 Series,2019.0,Manual,,Petrol,145.0,41.5,1.5,55.0,2.0,0.0,6.3473892096560105,25995.0,18942.885,7052.115234375,7052.115234375
67932,Volkswagen,Arteon,2020.0,Automatic,256.0,Petrol,145.0,47.1,2.0,52.0,4.0,0.0,4.983606621708336,39989.0,32939.125,7049.875,7049.875
22532,Ford,Focus,2011.0,Manual,,Petrol,150.0,60.1,1.0,60.0,4.0,0.0,8.074960359115858,16990.0,9942.067,7047.9326171875,7047.9326171875
2012,Audi,A5,2018.0,Semi-Auto,,Petrol,145.0,36.7,3.0,88.0,1.0,0.0,3.970291913552122,29990.0,37034.188,-7044.1875,7044.1875
9284,BMW,1 Series,2020.0,Semi-Auto,3000.0,Petrol,150.0,34.5,2.0,32.0,4.0,0.0,6.26530121273771,36995.0,29951.477,7043.5234375,7043.5234375
4341,Audi,,2017.0,,24000.0,Petrol,30.0,56.5,1.4,84.0,0.0,0.0,0.0,19888.0,12845.258,7042.7421875,7042.7421875
11197,BMW,,2016.0,Automatic,800.0,Petrol,300.0,34.0,3.0,75.0,2.0,0.0,0.0,39500.0,32457.52,7042.48046875,7042.48046875
10509,BMW,7 Series,2017.0,Semi-Auto,34024.0,Hybrid,0.0,,2.0,56.0,3.0,0.0,1.0986122886681096,34000.0,26960.562,7039.4375,7039.4375
40547,Mercedes-Benz,GLC-Class,2018.0,Automatic,17165.0,Diesel,150.0,41.5,,73.0,0.0,0.0,0.0,26000.0,33038.07,-7038.0703125,7038.0703125
13417,BMW,X5,2019.0,Automatic,1764.0,Diesel,,37.7,3.822757846971372,61.0,2.0,0.0,1.9459101490553132,50882.0,57919.984,-7037.984375,7037.984375
46626,Mercedes-Benz,C-Class,2019.0,Automatic,7721.0,Petrol,,,3.0,91.0,0.0,0.0,5.4116460518550396,50981.0,43944.7,7036.30078125,7036.30078125
71409,Volkswagen,Tiguan,2019.0,Manual,4226.0,Diesel,150.0,47.9,2.0,30.0,4.0,0.0,6.901737206656574,20698.0,27722.979,-7024.978515625,7024.978515625
45276,Mercedes-Benz,C-Class,2019.0,Semi-Auto,10939.0,Petrol,,,3.723712168624484,73.0,0.0,0.0,3.367295829986474,29500.0,36522.41,-7022.41015625,7022.41015625
46682,Mercedes-Benz,GLC-Class,2019.0,Automatic,6750.0,Petrol,145.0,31.7,2.0,59.0,3.0,0.0,5.342334251964811,43981.0,36959.914,7021.0859375,7021.0859375
43333,Mercedes-Benz,,2019.0,Automatic,8491.0,Diesel,145.0,40.9,2.0,56.0,1.0,0.0,0.0,42600.0,35582.527,7017.47265625,7017.47265625
70979,Volkswagen,Passat,2018.0,Automatic,13535.0,Petrol,303.1488914624556,44.8,2.0,,2.0,0.0,5.916202062607435,18750.0,25765.016,-7015.015625,7015.015625
9122,BMW,X2,2018.0,Semi-Auto,12652.0,Diesel,145.0,58.9,2.0,45.0,3.0,0.0,5.153291594497779,32012.0,24999.754,7012.24609375,7012.24609375
7705,BMW,7 Series,2019.0,Semi-Auto,2212.0,Diesel,145.0,42.2,3.0,63.0,2.0,0.0,4.110873864173311,45400.0,52409.453,-7009.453125,7009.453125
36232,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1200.0,Petrol,,,4.0,99.0,1.0,0.0,4.700480365792417,66890.0,59883.535,7006.46484375,7006.46484375
14544,BMW,M3,2017.0,Semi-Auto,14894.0,Petrol,300.0,34.0,3.0,32.0,1.0,0.0,2.70805020110221,38000.0,45005.895,-7005.89453125,7005.89453125
12170,BMW,X6,2019.0,Semi-Auto,7200.0,Diesel,145.0,33.2,3.0,37.0,,0.0,4.23410650459726,64900.0,57894.36,7005.640625,7005.640625
13207,BMW,2 Series,2020.0,Semi-Auto,1548.0,Petrol,150.0,,2.0,80.0,2.0,0.0,6.066108090103747,32895.0,25891.309,7003.69140625,7003.69140625
45899,Mercedes-Benz,E-Class,2019.0,Automatic,10190.0,Diesel,145.0,45.6,2.9,43.0,3.0,0.0,2.1972245773362196,37900.0,44903.43,-7003.4296875,7003.4296875
14808,BMW,X5,,Semi-Auto,5850.0,,150.0,37.7,3.0,59.0,2.0,0.0,5.594711379601839,51990.0,44987.617,7002.3828125,7002.3828125
67970,Volkswagen,Passat,2019.0,Semi-Auto,13457.0,Diesel,150.0,53.3,,59.0,1.0,0.0,0.0,14900.0,21895.82,-6995.8203125,6995.8203125
47257,Škoda,Karoq,,Automatic,6560.0,Diesel,145.0,41.5,2.0,72.0,3.0,0.0,3.970291913552122,30490.0,23502.2,6987.80078125,6987.80078125
1732,Audi,A4,2024.0,Automatic,30100.0,Petrol,165.0,45.6,2.0,76.0,4.0,0.0,6.56244409369372,14900.0,21885.78,-6985.779296875,6985.779296875
52406,Toyota,Prius,2018.0,,18000.0,Hybrid,140.0,85.6,1.8,30.0,1.0,0.0,5.049856007249537,22000.0,28984.457,-6984.45703125,6984.45703125
40628,Mercedes-Benz,C-Class,2020.0,Semi-Auto,2499.0,Diesel,145.0,55.4,2.0,60.0,4.0,0.0,7.529943370601589,39994.0,33017.09,6976.91015625,6976.91015625
34447,Hyundai,Tucson,2017.0,Semi-Auto,35043.0,Diesel,125.0,57.6,1.7,55.0,3.0,0.0,5.968707559985366,21354.0,14377.635,6976.365234375,6976.365234375
4870,Audi,A6,2019.0,Automatic,,Petrol,145.0,34.0,2.0,63.0,,0.0,5.87493073085203,38444.0,31468.656,6975.34375,6975.34375
11226,BMW,7 Series,2019.0,Semi-Auto,10504.0,Petrol,145.0,34.5,3.0,34.0,4.0,0.0,4.110873864173311,46999.0,53969.33,-6970.328125,6970.328125
70158,,Touareg,2019.0,Automatic,9804.0,Diesel,145.0,34.0,3.0,47.0,,0.0,5.476463551931511,41499.0,34530.42,6968.578125,6968.578125
45452,Mercedes-Benz,GLE-Class,2017.0,Automatic,25662.0,Diesel,305.0,39.2,3.0,49.0,4.0,0.0,5.135798437050262,37477.0,44443.766,-6966.765625,6966.765625
44911,Mercedes-Benz,GLC-Class,2019.0,Semi-Auto,3635.0,Diesel,145.0,41.5,2.1,39.0,4.0,0.0,5.921578419643816,29980.0,36944.727,-6964.7265625,6964.7265625
12720,BMW,X3,2019.0,Semi-Auto,7646.0,Petrol,150.0,30.4,,56.0,4.0,0.0,0.0,34991.0,41952.28,-6961.28125,6961.28125
45906,Mercedes-Benz,GLS-Class,2019.0,Semi-Auto,8274.0,Diesel,145.0,37.2,3.0,38.0,1.0,0.0,3.970291913552122,47980.0,54940.61,-6960.609375,6960.609375
694,Audi,Q3,2020.0,Automatic,1500.0,Petrol,145.0,31.4,,53.0,0.0,0.0,0.0,33444.0,40403.062,-6959.0625,6959.0625
52321,Toyota,CH-R,2018.0,Automatic,24248.0,Hybrid,135.0,74.3,1.8,33.0,0.0,0.0,5.420534999272286,17798.0,24756.04,-6958.0390625,6958.0390625
24538,Ford,Focus,2019.0,Manual,82584.13442011928,Petrol,145.0,49.6,1.0,68.0,4.0,0.0,8.074960359115858,17350.0,10397.237,6952.7626953125,6952.7626953125
21338,Ford,Focus,,Manual,6200.0,Petrol,,,1.0,41.0,4.0,0.0,8.074960359115858,18975.0,12022.268,6952.732421875,6952.732421875
46653,Mercedes-Benz,,2019.0,Automatic,5149.0,Petrol,145.0,44.1,1.5,35.0,0.0,0.0,0.0,21940.0,28892.387,-6952.38671875,6952.38671875
32034,Hyundai,Kona,2020.0,Automatic,7000.0,Hybrid,135.0,52.3,1.6,55.0,0.0,0.0,3.6375861597263857,15399.0,22351.113,-6952.11328125,6952.11328125
30359,Ford,,2016.0,Manual,27511.0,Diesel,,,2.6312004729689877,63.0,4.0,,0.0,7999.0,14945.312,-6946.3115234375,6946.3115234375
68297,Volkswagen,Tiguan,2019.0,Automatic,6707.0,Diesel,145.0,40.4,2.0,76.0,0.0,0.0,6.901737206656574,22199.0,29143.672,-6944.671875,6944.671875
68299,Volkswagen,Amarok,2019.0,Automatic,8500.0,Diesel,260.0,28.3,3.0,88.0,2.0,0.0,4.204692619390966,30000.0,36943.0,-6943.0,6943.0
67317,Volkswagen,Touareg,2020.0,Semi-Auto,6000.0,Diesel,150.0,33.6,3.0,60.0,1.0,0.0,5.476463551931511,54990.0,48055.023,6934.9765625,6934.9765625
35089,Mercedes-Benz,E-Class,,Automatic,14021.0,Diesel,326.028233171514,65.7,2.0,96.0,3.0,0.0,6.665683717782408,20849.0,27779.75,-6930.75,6930.75
66541,Volkswagen,Touareg,2019.0,Semi-Auto,18000.0,Diesel,150.0,,3.0,78.0,0.0,0.0,5.476463551931511,37995.0,31065.383,6929.6171875,6929.6171875
2508,Audi,Q7,2017.0,Automatic,38516.0,Diesel,300.0,39.2,4.0,48.0,3.0,0.0,4.02535169073515,45790.0,52718.754,-6928.75390625,6928.75390625
38860,Mercedes-Benz,C-Class,2019.0,Semi-Auto,2086.0,Petrol,,,1.5,31.0,3.0,0.0,6.620073206530356,35199.0,28270.863,6928.13671875,6928.13671875
55338,Toyota,Land Cruiser,2019.0,Semi-Auto,11619.0,Diesel,145.0,30.1,2.8,75.0,1.0,0.0,3.2188758248682006,40999.0,47925.594,-6926.59375,6926.59375
71582,Volkswagen,Touareg,2019.0,Semi-Auto,6000.0,Diesel,145.0,34.0,3.0,68.0,2.0,0.0,5.476463551931511,49990.0,43065.5,6924.5,6924.5
55334,Toyota,Corolla,2019.0,Automatic,13872.0,Hybrid,140.0,72.4,2.0,67.0,3.0,0.0,3.8712010109078907,20498.0,27421.158,-6923.158203125,6923.158203125
39704,Mercedes-Benz,GLS-Class,2016.0,Semi-Auto,32609.0,,300.0,9.429178950613696,3.0,52.0,0.0,0.0,3.970291913552122,39799.0,46719.746,-6920.74609375,6920.74609375
45955,Mercedes-Benz,V-Class,2018.0,Automatic,20074.0,Diesel,150.0,48.7,2.1,71.0,3.0,0.0,4.418840607796598,18691.0,25608.72,-6917.720703125,6917.720703125
28244,Ford,Focus,2019.0,Manual,10223.0,Diesel,,,2.0,77.0,1.0,0.0,7.00033446027523,26200.0,19283.627,6916.373046875,6916.373046875
45830,Mercedes-Benz,GLC-Class,2018.0,Automatic,20000.0,Diesel,150.0,56.5,2.1,50.0,1.0,0.0,5.921578419643816,20850.0,27765.102,-6915.1015625,6915.1015625
6896,Audi,A1,2020.0,Semi-Auto,5000.0,Petrol,145.0,44.1,1.5,99.0,3.0,0.0,4.007333185232471,30950.0,24037.773,6912.2265625,6912.2265625
9409,BMW,3 Series,2020.0,Semi-Auto,1898.0,Petrol,145.0,41.5,2.0,77.0,1.0,0.0,7.158513997329321,39995.0,33084.516,6910.484375,6910.484375
41888,Mercedes-Benz,V-Class,2019.0,Automatic,3000.0,Diesel,145.0,37.2,2.0,35.0,0.0,0.0,3.4339872044851463,53581.0,46672.496,6908.50390625,6908.50390625
10900,BMW,2 Series,2020.0,Semi-Auto,10.0,Diesel,145.0,53.3,2.0,91.0,3.0,0.0,6.066108090103747,21480.0,28388.23,-6908.23046875,6908.23046875
45839,Mercedes-Benz,C-Class,2019.0,Semi-Auto,2072.0,Petrol,145.0,47.9,2.0,45.0,1.0,0.0,7.529943370601589,24980.0,31886.5,-6906.5,6906.5
69191,Volkswagen,Golf,2020.0,Semi-Auto,1000.0,Petrol,145.0,43.5,1.5,66.0,2.0,0.0,6.274762021241939,29995.0,23091.654,6903.345703125,6903.345703125
5049,Audi,,2019.0,Manual,4050.0,Diesel,145.0,49.6,1.6,90.0,4.0,0.0,0.0,17400.0,24302.678,-6902.677734375,6902.677734375
45231,Mercedes-Benz,CL-Class,2019.0,Automatic,5051.0,Petrol,145.0,38.2,2.0,99.0,2.0,0.0,4.204692619390966,26799.0,33701.113,-6902.11328125,6902.11328125
46632,Mercedes-Benz,C-Class,2019.0,Automatic,499.0,Petrol,,,1.5,68.0,2.0,0.0,6.620073206530356,36999.0,30097.857,6901.142578125,6901.142578125
43464,Mercedes-Benz,E-Class,2019.0,Semi-Auto,2000.0,Petrol,145.0,39.8,2.0,35.0,2.0,0.0,6.665683717782408,28299.0,35198.266,-6899.265625,6899.265625
41647,Mercedes-Benz,S-Class,2016.0,Automatic,9521.0,Diesel,165.0,50.4,3.0,47.0,0.0,0.0,4.543294782270004,29267.0,36163.953,-6896.953125,6896.953125
9982,BMW,4 Series,2016.0,Automatic,13295.0,Petrol,260.0,37.2,3.0,32.0,4.0,0.0,5.003946305945459,22495.0,29387.078,-6892.078125,6892.078125
6735,Audi,Q5,2019.0,Semi-Auto,31.0,Petrol,145.0,33.2,2.0,85.0,0.0,0.0,6.100318952020064,30998.0,37888.633,-6890.6328125,6890.6328125
42747,Mercedes-Benz,A-Class,2020.0,Semi-Auto,4000.0,Diesel,326.028233171514,62.8,1.5,73.0,3.0,0.0,6.481577129276431,25000.0,31889.48,-6889.48046875,6889.48046875
6786,Audi,Q7,2019.0,Semi-Auto,,Diesel,150.0,33.6,3.0,43.0,3.0,0.0,5.3230099791384085,40495.0,47383.855,-6888.85546875,6888.85546875
1659,Audi,Q,2020.0,Semi-Auto,2000.0,Diesel,,32.8,3.0,51.0,1.0,0.0,2.3978952727983707,64995.0,58107.543,6887.45703125,6887.45703125
50649,Škoda,Kamiq,2020.0,Automatic,,Petrol,145.0,44.1,2.61964142215505,65.0,4.0,0.0,1.6094379124341003,19790.0,26676.912,-6886.912109375,6886.912109375
45562,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1023.0,Petrol,,,1.5,88.0,2.0,0.0,6.620073206530356,35499.0,28613.508,6885.4921875,6885.4921875
74937,Volkswagen,Tiguan,2019.0,Manual,10.0,Diesel,145.0,49.6,2.0,56.0,1.0,0.0,6.901737206656574,21498.0,28379.27,-6881.26953125,6881.26953125
19797,Ford,Focus,2011.0,Manual,,Petrol,,,1.0,53.0,4.0,0.0,8.074960359115858,16425.0,9548.132,6876.8681640625,6876.8681640625
21533,Ford,Focus,2019.0,Manual,3500.0,Diesel,,,2.0,68.0,3.0,0.0,7.00033446027523,26995.0,20119.191,6875.80859375,6875.80859375
65964,Volkswagen,Caravelle,2019.0,Semi-Auto,3544.0,Diesel,145.0,32.8,2.0,95.0,4.0,0.0,4.204692619390966,39950.0,46821.0,-6871.0,6871.0
4010,Audi,A5,2020.0,Semi-Auto,5000.0,Diesel,145.0,44.8,2.0,53.0,3.0,0.0,6.220590170099739,38990.0,32120.266,6869.734375,6869.734375
73233,Volkswagen,Golf,2010.0,Manual,,Diesel,125.0,58.9,1.6,39.0,0.0,0.0,6.4425401664681985,3750.0,10619.457,-6869.45703125,6869.45703125
42925,Mercedes-Benz,C-Class,2017.0,Semi-Auto,14077.0,Diesel,145.0,64.2,,44.0,4.0,0.0,0.0,16500.0,23367.719,-6867.71875,6867.71875
13056,BMW,5 Series,2019.0,Semi-Auto,16000.0,Diesel,145.0,60.1,3.0,97.0,0.0,0.0,5.017279836814924,28000.0,34866.867,-6866.8671875,6866.8671875
37253,Mercedes-Benz,C-Class,2015.0,Automatic,58873.0,Diesel,,,2.1,56.0,0.0,0.0,7.473637108496206,19825.0,12959.613,6865.38671875,6865.38671875
69629,Volkswagen,,2020.0,Semi-Auto,6000.0,Diesel,145.0,,2.0,90.0,0.0,0.0,0.0,32472.0,25610.553,6861.447265625,6861.447265625
12366,BMW,X5,2019.0,,7374.0,Hybrid,140.0,,3.0,90.0,2.0,0.0,5.594711379601839,65000.0,71860.44,-6860.4375,6860.4375
35754,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1152.0,Petrol,,,1.5,82.0,2.0,0.0,6.620073206530356,35399.0,28538.861,6860.138671875,6860.138671875
73245,Volkswagen,Golf,2019.0,Semi-Auto,3499.0,Petrol,303.1488914624556,44.8,1.5,61.0,0.0,0.0,6.274762021241939,20391.0,27250.658,-6859.658203125,6859.658203125
39982,Mercedes-Benz,C-Class,2019.0,Semi-Auto,3220.0,Petrol,,,3.0,55.0,4.0,0.0,5.4116460518550396,38999.0,45857.438,-6858.4375,6858.4375
23874,Ford,Fiesta,2019.0,Manual,3417.0,Petrol,145.0,40.3,,99.0,4.0,0.0,0.0,21750.0,14892.949,6857.05078125,6857.05078125
30501,Ford,Focus,2019.0,Manual,82584.13442011928,Petrol,145.0,60.1,1.0,89.0,2.0,0.0,8.074960359115858,17470.0,10613.342,6856.658203125,6856.658203125
50069,Škoda,Octavia,2019.0,Automatic,4200.0,Diesel,145.0,67.3,2.0,92.0,4.0,0.0,5.84354441703136,25995.0,19138.809,6856.19140625,6856.19140625
7402,Audi,Q3,2020.0,Semi-Auto,,Petrol,145.0,31.7,2.0,87.0,2.0,0.0,6.4425401664681985,40000.0,33144.836,6855.1640625,6855.1640625
71974,Volkswagen,Tiguan,,,10154.0,Petrol,145.0,35.3,2.0,65.0,1.0,0.0,6.901737206656574,31977.0,25123.398,6853.6015625,6853.6015625
34913,Mercedes-Benz,V-Class,2019.0,Automatic,10.0,Diesel,145.0,36.7,2.0,82.0,6.0,0.0,3.4339872044851463,49991.0,43137.438,6853.5625,6853.5625
37840,Mercedes-Benz,,2019.0,,3000.0,Diesel,145.0,64.2,2.0,50.0,2.0,0.0,0.0,32900.0,26048.434,6851.56640625,6851.56640625
347,Audi,Q3,2019.0,Automatic,,Petrol,145.0,30.7,2.0,,0.0,0.0,6.4425401664681985,37490.0,30639.04,6850.9609375,6850.9609375
45832,Mercedes-Benz,C-Class,2019.0,Semi-Auto,26075.0,Petrol,,,1.5,76.0,2.0,0.0,6.620073206530356,28780.0,21930.68,6849.3203125,6849.3203125
44121,Mercedes-Benz,GLE-Class,2016.0,Semi-Auto,38942.0,Diesel,260.0,42.8,3.0,98.0,3.0,0.0,5.135798437050262,25980.0,32828.98,-6848.98046875,6848.98046875
40481,Mercedes-Benz,C-Class,2018.0,Semi-Auto,9290.0,Petrol,145.0,36.2,3.0,56.0,1.0,0.0,5.4116460518550396,33890.0,40738.6,-6848.6015625,6848.6015625
29162,Ford,Focus,2011.0,Manual,8954.0,Petrol,145.0,60.1,1.0,67.0,1.0,0.0,8.074960359115858,16997.0,10149.574,6847.42578125,6847.42578125
10731,BMW,X1,2017.0,Semi-Auto,10.0,Petrol,160.0,44.8,2.0,35.0,4.0,0.0,6.20050917404269,30980.0,24133.33,6846.669921875,6846.669921875
4989,Audi,A6,2019.0,Semi-Auto,9151.0,Petrol,145.0,34.0,2.0,50.0,4.0,0.0,5.87493073085203,39490.0,32646.053,6843.947265625,6843.947265625
53163,Toyota,Aygo,2017.0,Manual,7995.0,Petrol,145.0,68.9,1.0,64.0,0.0,0.0,7.200424892944957,15000.0,8156.7246,6843.275390625,6843.275390625
42911,Mercedes-Benz,C-Class,2019.0,Semi-Auto,2292.0,Petrol,,,1.5,79.0,2.0,0.0,6.620073206530356,34919.0,28078.043,6840.95703125,6840.95703125
5999,Audi,Q5,2019.0,Semi-Auto,100.0,,145.0,33.2,2.0,,0.0,0.0,6.100318952020064,31998.0,38834.203,-6836.203125,6836.203125
68227,Volkswagen,Tiguan,2019.0,Manual,11.0,Diesel,145.0,49.6,2.0,85.0,3.0,0.0,6.901737206656574,21490.0,28325.11,-6835.109375,6835.109375
1104,Audi,A5,2010.0,Automatic,4500.0,Petrol,145.0,37.2,2.0,94.0,0.0,0.0,6.220590170099739,32195.0,25362.14,6832.859375,6832.859375
42043,Mercedes-Benz,C-Class,2020.0,,30.0,Diesel,145.0,64.2,2.0,,3.0,0.0,7.529943370601589,33995.0,27162.697,6832.302734375,6832.302734375
75748,Volkswagen,Tiguan,2015.0,Semi-Auto,22017.0,Petrol,300.0,32.8,2.0,88.0,1.0,0.0,6.901737206656574,15500.0,22330.424,-6830.423828125,6830.423828125
35628,Mercedes-Benz,C-Class,2020.0,Semi-Auto,4065.0,Diesel,,,2.0,47.0,0.0,0.0,7.529943370601589,39981.0,33152.863,6828.13671875,6828.13671875
54385,Toyota,Corolla,2019.0,Automatic,2535.0,Hybrid,135.0,72.4,2.0,43.0,2.0,0.0,3.8712010109078907,23698.0,30521.68,-6823.6796875,6823.6796875
3716,Audi,Q5,2016.0,Semi-Auto,95204.18167360188,Diesel,200.0,47.1,2.0,33.0,2.0,0.0,6.100318952020064,23992.0,17168.662,6823.337890625,6823.337890625
45211,Mercedes-Benz,A-Class,2019.0,Automatic,10000.0,Diesel,,65.7,1.5,85.0,2.0,0.0,6.481577129276431,27495.0,20674.025,6820.974609375,6820.974609375
9922,BMW,2 Series,,Manual,2715.0,Diesel,145.0,61.4,2.0,38.0,4.0,0.0,6.066108090103747,26991.0,20170.373,6820.626953125,6820.626953125
35299,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1273.0,Petrol,,,1.5,56.0,2.0,0.0,6.620073206530356,35399.0,28580.262,6818.73828125,6818.73828125
66708,Volkswagen,Amarok,2018.0,Automatic,18397.0,Diesel,260.0,36.2,3.0,42.0,0.0,0.0,4.204692619390966,26880.0,33698.156,-6818.15625,6818.15625
35292,Mercedes-Benz,SL-Class,2019.0,,10368.0,Petrol,145.0,36.2,3.0,61.0,1.0,0.0,3.258096538021482,32995.0,39809.484,-6814.484375,6814.484375
14361,BMW,X5,2019.0,Semi-Auto,12488.0,Petrol,145.0,27.2,3.0,99.0,4.0,0.0,5.594711379601839,47995.0,54808.73,-6813.73046875,6813.73046875
13646,BMW,1 Series,2016.0,Semi-Auto,10.0,Diesel,20.0,68.9,1.5,98.0,0.0,0.0,6.3473892096560105,21990.0,15178.582,6811.41796875,6811.41796875
9256,BMW,3 Series,2020.0,Semi-Auto,10.0,Diesel,145.0,48.7,2.0,51.0,0.0,0.0,7.158513997329321,39950.0,33139.082,6810.91796875,6810.91796875
1643,Audi,Q7,2019.0,Automatic,3988.0,Diesel,145.0,32.8,3.0,35.0,2.0,0.0,5.3230099791384085,59990.0,53181.363,6808.63671875,6808.63671875
51673,Toyota,Corolla,2019.0,Automatic,6989.0,Hybrid,135.0,72.4,2.0,81.0,0.0,0.0,3.8712010109078907,23995.0,30803.14,-6808.140625,6808.140625
11407,BMW,8 Series,2019.0,Semi-Auto,5529.0,Diesel,150.0,40.4,3.0,51.0,1.0,0.0,3.2188758248682006,51980.0,58787.406,-6807.40625,6807.40625
10253,BMW,X2,2019.0,Semi-Auto,5743.0,Petrol,316.48718937402634,38.7,2.0,34.0,0.0,0.0,5.153291594497779,23890.0,30693.904,-6803.904296875,6803.904296875
65675,Volkswagen,Tiguan,2019.0,Manual,2000.0,Diesel,145.0,47.9,2.0,85.0,1.0,0.0,6.901737206656574,21750.0,28553.89,-6803.890625,6803.890625
40245,Mercedes-Benz,C-Class,2016.0,Semi-Auto,9000.0,Diesel,,,2.1,39.0,3.0,0.0,7.473637108496206,15999.0,22797.207,-6798.20703125,6798.20703125
1323,Audi,A6,2019.0,Semi-Auto,11698.0,Diesel,150.0,39.8,3.0,33.0,3.0,0.0,4.5217885770490405,32500.0,39297.08,-6797.078125,6797.078125
18071,Ford,Focus,,Manual,17819.0,Petrol,,,1.0,65.0,,0.0,8.074960359115858,16998.0,10201.847,6796.1533203125,6796.1533203125
39318,Mercedes-Benz,C-Class,2019.0,Automatic,6664.0,Diesel,,,2.0,64.0,2.0,0.0,7.529943370601589,36791.0,29996.53,6794.470703125,6794.470703125
9466,BMW,X5,2019.0,Semi-Auto,5209.0,Diesel,145.0,37.7,3.0,30.0,4.0,0.0,5.594711379601839,47480.0,54273.496,-6793.49609375,6793.49609375
6960,Audi,Q5,2018.0,Automatic,14504.0,Petrol,145.0,34.0,3.0,37.0,0.0,0.0,4.804021044733257,36400.0,43189.344,-6789.34375,6789.34375
70215,Volkswagen,T-Roc,2020.0,Semi-Auto,,Petrol,145.0,32.5,2.0,89.0,1.0,0.0,5.099866427824199,36995.0,30206.902,6788.09765625,6788.09765625
3500,Audi,RS4,2019.0,Semi-Auto,5151.0,Petrol,145.0,29.1,2.9,96.0,0.0,0.0,2.833213344056216,57990.0,64777.23,-6787.23046875,6787.23046875
72941,Volkswagen,Tiguan,2019.0,Manual,100.0,Diesel,145.0,49.6,2.0,80.0,1.0,0.0,6.901737206656574,21490.0,28277.172,-6787.171875,6787.171875
10667,BMW,1 Series,2010.0,Semi-Auto,10.0,Diesel,145.0,48.7,2.0,72.0,1.0,0.0,6.26530121273771,29950.0,23164.023,6785.9765625,6785.9765625
38714,Mercedes-Benz,C-Class,,Automatic,,Petrol,,,1.5,49.0,1.0,0.0,6.620073206530356,25990.0,19204.633,6785.3671875,6785.3671875
7715,BMW,X5,2019.0,Automatic,7163.0,Diesel,145.0,37.7,3.0,81.0,3.0,0.0,5.594711379601839,43716.0,50501.047,-6785.046875,6785.046875
8326,BMW,1 Series,2019.0,Semi-Auto,5354.0,Diesel,145.0,48.7,2.0,85.0,2.0,0.0,6.26530121273771,33500.0,26716.225,6783.775390625,6783.775390625
61026,Opel,Corsa,2020.0,Manual,83688.65539191502,Petrol,150.0,52.3,1.2,67.0,3.0,0.0,5.765191102784844,16998.0,10215.546,6782.4541015625,6782.4541015625
45459,Mercedes-Benz,A-Class,2019.0,Automatic,5990.0,Petrol,145.0,35.3,2.0,43.0,4.0,0.0,5.384495062789089,39960.0,33178.42,6781.578125,6781.578125
44754,Mercedes-Benz,V-Class,2019.0,Semi-Auto,3999.0,Diesel,145.0,36.7,2.0,46.0,4.0,0.0,3.4339872044851463,47995.0,41215.6,6779.3984375,6779.3984375
75956,Volkswagen,Tiguan,2019.0,Manual,8000.0,Diesel,145.0,42.8,2.0,32.0,2.0,0.0,6.901737206656574,33950.0,27170.936,6779.064453125,6779.064453125
39967,Mercedes-Benz,C-Class,2019.0,Automatic,6325.0,Petrol,145.0,47.1,1.5,77.0,3.0,0.0,6.620073206530356,33790.0,27012.113,6777.88671875,6777.88671875
8912,BMW,3 Series,2019.0,Semi-Auto,4026.0,Diesel,145.0,53.3,3.0,30.0,0.0,0.0,5.752572638825633,26989.0,33765.137,-6776.13671875,6776.13671875
48802,Škoda,Kamiq,2020.0,Semi-Auto,4000.0,Petrol,145.0,44.1,2.61964142215505,92.0,0.0,0.0,1.6094379124341003,20499.0,27273.799,-6774.798828125,6774.798828125
28846,Ford,Tourneo Custom,2019.0,Manual,7000.0,Diesel,,31.7,2.0,76.0,0.0,0.0,3.8712010109078907,29495.0,22720.76,6774.240234375,6774.240234375
40111,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1000.0,Petrol,,,1.5,98.0,4.0,0.0,6.620073206530356,35049.0,28278.684,6770.31640625,6770.31640625
7137,Audi,RS5,2019.0,Automatic,9108.0,Petrol,145.0,29.7,2.9,,0.0,0.0,2.70805020110221,55450.0,62213.742,-6763.7421875,6763.7421875
42536,Mercedes-Benz,C-Class,2020.0,Semi-Auto,2499.0,,,,2.0,34.0,4.0,0.0,7.529943370601589,39994.0,33232.574,6761.42578125,6761.42578125
49120,Škoda,,2019.0,Semi-Auto,888.0,Petrol,145.0,36.7,1.5,63.0,0.0,0.0,0.0,17995.0,24752.309,-6757.30859375,6757.30859375
