carID,Brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage,y_true,y_pred,residual,abs_residual
20042,Ford,Kuga,2016.0,Manual,37099.0,,125.0,60.1,2.0,59.0,0.0,0.0,12161.0,14693.887,-2532.88671875,2532.88671875
12421,BMW,3 Series,2011.0,Manual,34915.0,Petrol,165.0,44.8,2.0,57.0,0.0,0.0,7990.0,10522.518,-2532.517578125,2532.517578125
40745,Mercedes-Benz,C-Class,2015.0,Manual,36643.0,Petrol,125.0,53.3,2.0,53.0,0.0,0.0,14298.0,11765.509,2532.4912109375,2532.4912109375
39958,Mercedes-Benz,C-Class,2018.0,Semi-Auto,20087.0,Petrol,145.0,47.1,2.0,99.0,3.0,0.0,24799.0,22266.54,2532.4609375,2532.4609375
7014,Audi,Q3,2018.0,Semi-Auto,22625.0,Petrol,145.0,40.4,2.0,82.0,4.0,0.0,27175.0,24642.57,2532.4296875,2532.4296875
23598,Ford,EcoSport,2018.0,Manual,22338.0,Petrol,145.0,54.3,1.0,54.0,3.0,0.0,14498.0,11965.586,2532.4140625,2532.4140625
21354,Ford,Kuga,2019.0,Manual,5990.0,Petrol,145.0,35.3,1.5,91.0,4.0,0.0,20700.0,18167.656,2532.34375,2532.34375
9865,BMW,,2018.0,Semi-Auto,13147.0,Diesel,150.0,58.9,2.0,69.0,1.0,0.0,24495.0,21962.768,2532.232421875,2532.232421875
52949,Toyota,CH-R,2017.0,Automatic,25984.0,Hybrid,140.0,74.3,1.8,54.0,3.0,0.0,19950.0,17417.82,2532.1796875,2532.1796875
5708,Audi,A1,2020.0,Manual,6000.0,Petrol,150.0,47.9,1.0,30.0,4.0,0.0,20999.0,18466.834,2532.166015625,2532.166015625
66625,Volkswagen,Polo,2018.0,Manual,19789.0,Petrol,150.0,64.2,1.0,83.0,3.0,0.0,12995.0,10462.982,2532.017578125,2532.017578125
69045,Volkswagen,Golf,,Manual,8908.0,Petrol,145.0,,1.5,36.0,2.0,0.0,17298.0,14766.012,2531.98828125,2531.98828125
51421,Toyota,Aygo,2023.0,Manual,15972.0,Petrol,0.0,68.9,1.0,78.0,2.0,0.0,8490.0,5958.134,2531.8662109375,2531.8662109375
4882,Audi,A5,,Semi-Auto,5394.0,Petrol,145.0,39.8,2.0,,3.0,0.0,28000.0,25468.209,2531.791015625,2531.791015625
13066,BMW,2 Series,2017.0,Manual,28180.0,Petrol,125.0,53.3,1.5,65.0,0.0,0.0,14495.0,11963.212,2531.7880859375,2531.7880859375
73465,Volkswagen,Golf,2015.0,Manual,74166.0,,20.0,67.3,2.0,88.0,4.0,0.0,12990.0,10458.333,2531.6669921875,2531.6669921875
47834,Škoda,Fabia,2019.0,Manual,6000.0,Petrol,145.0,61.4,1.0,62.0,4.0,0.0,12995.0,10463.621,2531.37890625,2531.37890625
4518,Audi,A5,2020.0,Semi-Auto,2998.0,Diesel,145.0,47.1,2.0,84.0,4.0,0.0,32981.0,30449.662,2531.337890625,2531.337890625
51343,Toyota,Corolla,2019.0,Automatic,8309.0,Hybrid,135.0,78.5,,82.0,2.0,0.0,22514.0,19982.691,2531.30859375,2531.30859375
3497,Audi,A3,2019.0,Semi-Auto,5051.0,Diesel,145.0,51.4,2.0,46.0,1.0,0.0,24662.0,22130.705,2531.294921875,2531.294921875
3629,Audi,Q3,2017.0,Semi-Auto,18804.0,Petrol,145.0,47.9,1.4,57.0,2.0,0.0,21495.0,18963.727,2531.2734375,2531.2734375
3769,Audi,Q5,2018.0,Automatic,22710.0,Petrol,150.0,40.4,2.0,61.0,3.0,0.0,29000.0,26468.748,2531.251953125,2531.251953125
10237,BMW,2 Series,2019.0,Automatic,1501.0,Hybrid,135.0,,1.5,,4.0,0.0,27995.0,25463.812,2531.1875,2531.1875
2285,Audi,A3,2013.0,Manual,31500.0,Petrol,125.0,53.3,1.4,51.0,4.0,0.0,12695.0,10163.882,2531.1181640625,2531.1181640625
5739,Audi,Q3,2014.0,Manual,49268.0,Petrol,235.0,38.7,2.0,73.0,3.0,0.0,15490.0,12958.896,2531.103515625,2531.103515625
42679,Mercedes-Benz,GLE-Class,2019.0,Semi-Auto,3644.0,Diesel,145.0,36.7,2.0,39.0,2.0,0.0,49500.0,46968.945,2531.0546875,2531.0546875
73510,Volkswagen,Sharan,,Semi-Auto,13461.0,Diesel,145.0,,2.0,86.0,3.0,0.0,21450.0,18918.998,2531.001953125,2531.001953125
18077,Ford,Fiesta,2019.0,Manual,2409.0,Petrol,145.0,58.9,1.0,65.0,3.0,0.0,16295.0,13764.052,2530.9482421875,2530.9482421875
15996,Ford,Focus,2018.0,Manual,17210.0,Petrol,,,1.0,55.0,4.0,0.0,15500.0,12969.172,2530.828125,2530.828125
24078,Ford,Fiesta,2019.0,Manual,6014.0,Petrol,145.0,40.3,1.5,71.0,2.0,0.0,21995.0,19464.223,2530.77734375,2530.77734375
38325,Mercedes-Benz,C-Class,2016.0,Semi-Auto,9000.0,Diesel,20.0,65.7,2.1,61.0,4.0,0.0,15999.0,18529.71,-2530.7109375,2530.7109375
9356,BMW,X3,2016.0,Semi-Auto,22699.0,Diesel,200.0,47.9,3.0,86.0,1.0,0.0,22450.0,19919.291,2530.708984375,2530.708984375
23560,Ford,Focus,2018.0,Manual,5467.0,Petrol,,27.70948954406702,1.0,69.0,2.0,0.0,13271.0,15801.583,-2530.5830078125,2530.5830078125
34849,Mercedes-Benz,C-Class,2019.0,Semi-Auto,4284.0,Diesel,,,2.0,35.0,1.0,0.0,30299.0,27768.545,2530.455078125,2530.455078125
839,Audi,A3,2016.0,Manual,30590.0,Petrol,30.0,56.5,,42.0,4.0,0.0,12000.0,14530.209,-2530.208984375,2530.208984375
50195,Škoda,Octavia,2015.0,Manual,40731.0,Diesel,125.0,55.4,2.0,39.0,2.0,0.0,13995.0,11464.802,2530.1982421875,2530.1982421875
46697,Mercedes-Benz,E-Class,2019.0,Semi-Auto,13319.0,Diesel,145.0,72.4,2.0,46.0,0.0,0.0,25780.0,23249.877,2530.123046875,2530.123046875
14848,BMW,2 Series,2018.0,Manual,28857.0,,150.0,54.3,1.5,68.0,2.0,0.0,15995.0,13465.409,2529.5908203125,2529.5908203125
41879,Mercedes-Benz,GLC-Class,2016.0,Semi-Auto,58543.0,Diesel,125.0,56.5,2.1,78.0,4.0,0.0,23822.0,21292.578,2529.421875,2529.421875
34136,Hyundai,i800,2018.0,Manual,38520.0,Diesel,145.0,28.0,2.5,63.0,4.0,0.0,15998.0,13468.6455,2529.3544921875,2529.3544921875
68534,Volkswagen,Golf,2019.0,Manual,15293.0,Petrol,145.0,49.6,1.0,45.0,3.0,0.0,11490.0,14019.328,-2529.328125,2529.328125
55394,Toyota,RAV4,2016.0,Automatic,24508.0,Petrol,200.0,43.5,2.0,57.0,0.0,0.0,18990.0,16460.762,2529.23828125,2529.23828125
16367,Ford,Focus,2017.0,Manual,19860.0,Petrol,,,2.0,45.0,0.0,0.0,18499.0,15969.846,2529.154296875,2529.154296875
45883,Mercedes-Benz,E-Class,2016.0,Semi-Auto,,Diesel,160.0,50.4,3.0,48.0,4.0,0.0,19250.0,21779.047,-2529.046875,2529.046875
23519,Ford,Mondeo,2016.0,Automatic,36875.0,Petrol,240.0,38.7,2.0,77.0,1.0,0.0,14450.0,11921.047,2528.953125,2528.953125
44356,Mercedes-Benz,C-Class,2024.0,Semi-Auto,30000.0,Diesel,,,1.6,92.0,1.0,0.0,18750.0,21278.834,-2528.833984375,2528.833984375
38440,Mercedes-Benz,GLA-Class,2019.0,Semi-Auto,11767.0,Petrol,145.0,50.4,1.6,60.0,2.0,0.0,23945.0,21416.219,2528.78125,2528.78125
5189,Audi,A5,2008.0,Semi-Auto,75700.0,Diesel,235.0,42.2,2.7,70.0,0.0,0.0,6995.0,9523.767,-2528.7666015625,2528.7666015625
6559,Audi,A5,2017.0,Semi-Auto,26939.0,Diesel,145.0,62.8,2.0,67.0,2.0,0.0,22998.0,20469.277,2528.72265625,2528.72265625
75313,Volkswagen,Up,2017.0,Semi-Auto,19680.0,Petrol,0.0,67.3,1.0,89.0,4.0,0.0,9799.0,7270.292,2528.7080078125,2528.7080078125
45251,Mercedes-Benz,C-Class,2015.0,Automatic,30891.0,Diesel,30.0,64.2,2.1,65.0,3.0,0.0,18500.0,15971.308,2528.6923828125,2528.6923828125
67557,Volkswagen,Passat,2018.0,Automatic,422.0,Petrol,145.0,41.5,1.5,45.0,4.0,0.0,17699.0,20227.666,-2528.666015625,2528.666015625
2226,Audi,Q3,2012.0,Manual,36867.0,Petrol,235.0,38.7,2.0,77.0,1.0,0.0,11989.0,14517.535,-2528.53515625,2528.53515625
72591,Volkswagen,Touran,2019.0,Semi-Auto,4713.0,Diesel,150.0,45.6,2.0,82.0,0.0,0.0,24999.0,22470.525,2528.474609375,2528.474609375
36318,Mercedes-Benz,CL-Class,2017.0,Automatic,9514.0,Diesel,145.0,67.3,2.1,47.0,3.0,0.0,20995.0,18466.623,2528.376953125,2528.376953125
72211,Volkswagen,Golf,2019.0,Semi-Auto,3000.0,Petrol,145.0,43.5,1.5,61.0,0.0,0.0,22990.0,20462.055,2527.9453125,2527.9453125
46471,Mercedes-Benz,GLC-Class,2019.0,Semi-Auto,7540.0,Diesel,145.0,40.9,2.0,33.0,3.0,0.0,35998.0,33470.11,2527.890625,2527.890625
3022,Audi,A3,2016.0,Manual,68310.0,Diesel,20.0,65.7,2.0,36.0,3.0,0.0,13500.0,10972.273,2527.7265625,2527.7265625
42589,Mercedes-Benz,C-Class,2016.0,Automatic,99470.0,Diesel,30.0,61.4,2.1,89.0,4.0,0.0,14795.0,12267.346,2527.654296875,2527.654296875
4608,Audi,A5,2017.0,Automatic,28000.0,Diesel,20.0,67.3,2.0,31.0,0.0,0.0,20650.0,18122.402,2527.59765625,2527.59765625
36195,Mercedes-Benz,A-Class,2019.0,Semi-Auto,7148.0,Diesel,145.0,67.3,1.5,83.0,2.0,0.0,22980.0,20452.455,2527.544921875,2527.544921875
9567,BMW,2 Series,2019.0,Automatic,9181.0,Hybrid,135.0,,1.5,50.0,3.0,0.0,21450.0,23977.508,-2527.5078125,2527.5078125
41190,Mercedes-Benz,SLK-Class,2014.0,Automatic,40230.0,Diesel,150.0,56.5,3.0,88.0,0.0,0.0,14900.0,12372.698,2527.3017578125,2527.3017578125
75450,Volkswagen,Golf,2013.0,Automatic,42906.0,Diesel,303.1488914624556,72.4,1.6,58.0,0.0,0.0,8199.0,10726.146,-2527.146484375,2527.146484375
69164,Volkswagen,Golf,2019.0,Manual,15.0,Diesel,145.0,62.8,2.0,34.0,0.0,0.0,19998.0,17470.893,2527.107421875,2527.107421875
38315,Mercedes-Benz,A-Class,2020.0,Manual,1499.0,Petrol,145.0,47.1,1.3,95.0,0.0,0.0,25890.0,23362.973,2527.02734375,2527.02734375
16014,Ford,Fiesta,2018.0,Manual,26451.0,Petrol,145.0,60.1,1.0,,4.0,0.0,13295.0,10768.028,2526.9716796875,2526.9716796875
45117,Mercedes-Benz,,2016.0,Semi-Auto,23951.0,Diesel,125.0,58.9,2.1,45.0,1.0,0.0,18998.0,16471.426,2526.57421875,2526.57421875
20581,Ford,Focus,2017.0,Manual,26275.0,Petrol,,,2.0,30.0,0.0,0.0,13750.0,16276.489,-2526.4892578125,2526.4892578125
15235,Ford,Kuga,2019.0,Manual,3114.0,Diesel,145.0,47.9,2.0,32.0,3.0,0.0,19491.0,22017.36,-2526.359375,2526.359375
7611,BMW,2 Series,,Automatic,91620.0,Diesel,30.0,61.4,2.0,36.0,0.0,0.0,9495.0,12021.293,-2526.29296875,2526.29296875
31901,Hyundai,Tucson,2018.0,Semi-Auto,32652.0,Diesel,145.0,57.7,1.7,88.0,0.0,0.0,16800.0,14273.77,2526.23046875,2526.23046875
52239,Toyota,Corolla,2019.0,Automatic,6125.0,Hybrid,135.0,78.5,1.8,90.0,2.0,0.0,23395.0,20868.916,2526.083984375,2526.083984375
41211,Mercedes-Benz,GLC-Class,2019.0,Semi-Auto,12831.0,Diesel,145.0,44.8,2.0,96.0,2.0,0.0,32998.0,30472.06,2525.939453125,2525.939453125
646,Audi,A3,2016.0,Automatic,17008.0,Petrol,200.0,40.9,2.0,50.0,0.0,0.0,22000.0,24525.926,-2525.92578125,2525.92578125
13440,BMW,4 Series,2018.0,Semi-Auto,6173.0,Petrol,150.0,41.5,3.0,59.0,2.0,0.0,26980.0,29505.73,-2525.73046875,2525.73046875
32484,Hyundai,i10,2018.0,Manual,16874.0,Petrol,150.0,57.7,,79.0,2.0,0.0,9750.0,7224.3105,2525.689453125,2525.689453125
61999,Opel,Insignia,2013.0,Manual,39723.0,Diesel,125.0,60.1,2.0,84.0,2.0,0.0,9000.0,6474.386,2525.61376953125,2525.61376953125
45754,Mercedes-Benz,A-Class,2019.0,Semi-Auto,6515.0,Petrol,145.0,53.3,1.3,76.0,4.0,0.0,23880.0,21354.441,2525.55859375,2525.55859375
3178,Audi,A3,2019.0,Automatic,4444.0,Petrol,145.0,43.5,1.5,41.0,1.0,,24990.0,22464.527,2525.47265625,2525.47265625
70769,Volkswagen,Golf,2020.0,Semi-Auto,3546.0,Petrol,150.0,44.1,1.5,53.0,1.0,0.0,23551.0,21025.682,2525.318359375,2525.318359375
24134,Ford,Focus,2019.0,Manual,500.0,Petrol,,,1.0,78.0,2.0,0.0,19490.0,16964.844,2525.15625,2525.15625
24391,Ford,Kuga,2016.0,Manual,33406.0,Diesel,125.0,60.1,2.0,33.0,0.0,0.0,14800.0,12274.906,2525.09375,2525.09375
12263,BMW,3 Series,2016.0,Automatic,20793.0,Diesel,145.0,56.5,3.0,95.0,0.0,0.0,17647.0,15122.027,2524.97265625,2524.97265625
44919,Mercedes-Benz,GLE-Class,2019.0,Automatic,3999.0,Diesel,145.0,36.7,2.0,89.0,1.0,0.0,45995.0,48519.953,-2524.953125,2524.953125
36461,Mercedes-Benz,GLA-Class,2016.0,Automatic,57315.0,Diesel,125.0,56.5,2.1,68.0,3.0,0.0,15400.0,17924.93,-2524.9296875,2524.9296875
42119,Mercedes-Benz,A-Class,2020.0,Manual,29515.0,,150.0,47.1,1.3,30.0,,0.0,16862.0,19386.82,-2524.8203125,2524.8203125
44281,Mercedes-Benz,C-Class,2016.0,Semi-Auto,10271.0,Petrol,145.0,49.6,2.0,68.0,4.0,0.0,22624.0,20099.379,2524.62109375,2524.62109375
68424,Volkswagen,T-Roc,2019.0,Semi-Auto,3181.0,Diesel,150.0,49.6,2.0,66.0,4.0,0.0,24990.0,22465.426,2524.57421875,2524.57421875
74885,Volkswagen,Tiguan Allspace,2018.0,Semi-Auto,8019.0,Diesel,145.0,47.9,2.0,54.0,0.0,0.0,25499.0,22974.482,2524.517578125,2524.517578125
3549,Audi,Q3,2019.0,Automatic,4034.0,Diesel,145.0,48.7,2.0,70.0,3.0,0.0,25944.0,28468.455,-2524.455078125,2524.455078125
68142,Volkswagen,Polo,2019.0,Manual,15749.0,Petrol,150.0,52.3,1.0,59.0,1.0,0.0,14495.0,11970.631,2524.369140625,2524.369140625
73485,Volkswagen,Amarok,2019.0,Automatic,16898.0,Diesel,260.0,33.6,3.0,62.0,3.0,0.0,27990.0,25465.66,2524.33984375,2524.33984375
12422,BMW,2 Series,2019.0,Automatic,7044.0,Hybrid,135.0,,1.5,64.0,3.0,0.0,21450.0,23974.172,-2524.171875,2524.171875
25272,Ford,Focus,2019.0,Automatic,10370.0,Diesel,,,1.5,36.0,1.0,0.0,19175.0,16651.06,2523.939453125,2523.939453125
42558,Mercedes-Benz,C-Class,2019.0,Semi-Auto,14085.0,Petrol,,,1.5,80.0,1.0,0.0,19849.0,22372.93,-2523.9296875,2523.9296875
74873,Volkswagen,Golf,2017.0,Semi-Auto,22670.0,Petrol,,54.3,1.0,34.0,1.0,0.0,14795.0,12271.114,2523.8857421875,2523.8857421875
9531,BMW,3 Series,2019.0,Semi-Auto,8114.0,Diesel,145.0,48.7,2.0,54.0,0.0,0.0,28450.0,25926.32,2523.6796875,2523.6796875
4617,Audi,A5,2019.0,Automatic,4298.0,Diesel,145.0,45.6,2.0,49.0,4.0,0.0,31990.0,29466.418,2523.58203125,2523.58203125
44284,Mercedes-Benz,B-Class,2019.0,Automatic,10101.0,Diesel,145.0,60.1,1.5,42.0,2.0,0.0,22749.0,20225.428,2523.572265625,2523.572265625
36254,Mercedes-Benz,E-Class,2019.0,Automatic,10434.0,Diesel,150.0,48.7,2.9,60.0,2.0,0.0,34400.0,31876.496,2523.50390625,2523.50390625
75215,Volkswagen,T-Roc,2019.0,Manual,3748.0,Diesel,145.0,50.4,1.6,93.0,3.0,0.0,22479.0,19955.686,2523.314453125,2523.314453125
72824,Volkswagen,Golf,2018.0,Manual,15234.0,Petrol,145.0,55.4,1.5,96.0,1.0,0.0,17151.0,14627.819,2523.1806640625,2523.1806640625
63184,Opel,Vivaro,2015.0,Manual,72717.0,Diesel,160.0,49.6,1.6,31.0,3.0,0.0,10207.0,7683.975,2523.02490234375,2523.02490234375
8267,BMW,1 Series,2014.0,Automatic,48343.0,Diesel,125.0,,2.0,95.0,4.0,0.0,13083.0,10560.079,2522.9208984375,2522.9208984375
71163,Volkswagen,Golf,2019.0,Semi-Auto,16673.0,Petrol,145.0,44.8,2.0,44.0,0.0,0.0,23995.0,21472.176,2522.82421875,2522.82421875
26434,Ford,Focus,2015.0,Manual,31322.0,Petrol,,,2.0,85.0,0.0,0.0,14465.0,11942.202,2522.7978515625,2522.7978515625
4206,Audi,,2015.0,Semi-Auto,46000.0,Diesel,20.0,67.3,2.0,45.0,0.0,0.0,15900.0,13377.303,2522.697265625,2522.697265625
41890,Mercedes-Benz,C-Class,2018.0,Semi-Auto,27000.0,Petrol,145.0,48.7,2.0,99.0,4.0,0.0,17990.0,20512.465,-2522.46484375,2522.46484375
26987,Ford,,2019.0,Automatic,3621.0,Petrol,135.0,47.1,2.0,54.0,4.0,0.0,20999.0,23521.416,-2522.416015625,2522.416015625
68457,Volkswagen,Passat,2018.0,Manual,22000.0,Diesel,145.0,68.9,,82.0,4.0,0.0,16495.0,13972.621,2522.37890625,2522.37890625
70625,Volkswagen,Tiguan,2020.0,Semi-Auto,678.0,Diesel,150.0,31.4,2.0,34.0,4.0,0.0,32427.0,29904.896,2522.103515625,2522.103515625
12139,BMW,X1,2019.0,Automatic,2984.0,Diesel,145.0,,2.0,68.0,1.0,0.0,25500.0,28022.053,-2522.052734375,2522.052734375
49499,Škoda,Kodiaq,2017.0,Manual,29278.0,Petrol,150.0,40.9,1.4,76.0,2.0,0.0,19285.0,16762.98,2522.01953125,2522.01953125
64417,Opel,Crossland X,2020.0,Manual,10.0,Petrol,145.0,47.1,1.2,85.0,3.0,0.0,16995.0,14473.047,2521.953125,2521.953125
41341,Mercedes-Benz,GLC-Class,2018.0,Semi-Auto,22420.0,Diesel,145.0,56.5,2.1,59.0,3.0,0.0,29990.0,27468.115,2521.884765625,2521.884765625
15449,Ford,Focus,2017.0,Manual,13131.0,Petrol,,,1.0,94.0,2.0,0.0,13270.0,10748.297,2521.703125,2521.703125
36107,Mercedes-Benz,C-Class,2019.0,Automatic,2600.0,Diesel,145.0,51.4,2.0,89.0,4.0,0.0,32490.0,29968.393,2521.607421875,2521.607421875
35134,Mercedes-Benz,A-Class,2019.0,Semi-Auto,9762.0,Diesel,145.0,67.3,1.5,73.0,0.0,0.0,23350.0,20828.492,2521.5078125,2521.5078125
69882,Volkswagen,Polo,2017.0,Manual,57640.0,Petrol,20.0,60.1,1.2,44.0,4.0,0.0,10981.0,8459.603,2521.3974609375,2521.3974609375
63850,Opel,Mokka X,2016.0,Semi-Auto,20108.0,Diesel,145.0,56.5,1.6,57.0,,0.0,10991.0,13512.379,-2521.37890625,2521.37890625
10656,BMW,1 Series,2020.0,Semi-Auto,10.0,Petrol,145.0,42.8,1.5,77.0,3.0,0.0,26495.0,23973.691,2521.30859375,2521.30859375
50042,Škoda,Octavia,2017.0,,12554.0,Petrol,145.0,56.5,1.5,64.0,3.0,0.0,13895.0,11373.914,2521.0859375,2521.0859375
9299,BMW,7 Series,2019.0,Semi-Auto,7780.0,Petrol,145.0,34.5,3.0,94.0,3.0,0.0,47990.0,45468.984,2521.015625,2521.015625
6721,Audi,Q3,2020.0,Automatic,1500.0,Diesel,145.0,47.1,2.0,41.0,3.0,0.0,33990.0,31469.137,2520.86328125,2520.86328125
10386,BMW,1 Series,2020.0,Semi-Auto,5656.0,Petrol,145.0,34.5,2.0,50.0,2.0,0.0,30990.0,28469.188,2520.8125,2520.8125
45145,Mercedes-Benz,C-Class,2015.0,Semi-Auto,22958.0,Diesel,,,3.723712168624484,48.0,3.0,0.0,17712.0,20232.412,-2520.412109375,2520.412109375
47054,Škoda,Scala,,Semi-Auto,5052.0,Petrol,150.0,45.6,1.5,46.0,4.0,0.0,16990.0,14469.597,2520.4033203125,2520.4033203125
20931,Ford,Fiesta,2018.0,Manual,5858.0,Petrol,,58.9,1.0,34.0,1.0,0.0,14500.0,11979.836,2520.1640625,2520.1640625
25475,Ford,Focus,2016.0,Manual,30341.0,Diesel,,,2.0,86.0,2.0,0.0,14999.0,12478.859,2520.140625,2520.140625
35120,Mercedes-Benz,C-Class,2017.0,Semi-Auto,17800.0,Diesel,145.0,67.3,2.1,66.0,0.0,0.0,22899.0,20378.895,2520.10546875,2520.10546875
14467,BMW,3 Series,2017.0,Semi-Auto,28600.0,Diesel,145.0,51.4,3.0,93.0,3.0,0.0,22950.0,20429.959,2520.041015625,2520.041015625
6495,Audi,Q2,2017.0,Semi-Auto,41193.0,Petrol,145.0,54.3,1.4,51.0,1.0,0.0,17950.0,15430.145,2519.85546875,2519.85546875
66134,Volkswagen,Polo,2017.0,Semi-Auto,28705.0,Petrol,20.0,61.4,1.4,52.0,4.0,0.0,13600.0,11080.297,2519.703125,2519.703125
62845,Opel,Corsa,2019.0,Manual,11946.0,Petrol,145.0,43.5,1.4,89.0,2.0,0.0,11529.0,9009.362,2519.6376953125,2519.6376953125
24807,Ford,Mondeo,2015.0,Manual,82584.13442011928,Diesel,30.0,64.2,2.0,96.0,2.0,0.0,9998.0,7478.369,2519.630859375,2519.630859375
37463,Mercedes-Benz,CL-Class,2019.0,Semi-Auto,3174.0,Petrol,145.0,38.2,2.0,44.0,0.0,0.0,27299.0,29818.604,-2519.603515625,2519.603515625
10402,BMW,4 Series,2015.0,Semi-Auto,62943.0,Diesel,30.0,65.7,2.0,88.0,1.0,0.0,15998.0,13478.566,2519.43359375,2519.43359375
23438,Ford,,2018.0,Manual,12789.0,Petrol,150.0,39.2,1.5,47.0,0.0,0.0,18250.0,15730.67,2519.330078125,2519.330078125
46489,Mercedes-Benz,C-Class,2019.0,Semi-Auto,14855.0,Petrol,145.0,47.1,1.5,47.0,0.0,0.0,25199.0,22679.887,2519.11328125,2519.11328125
38026,Mercedes-Benz,C-Class,2020.0,Semi-Auto,4000.0,Diesel,,,2.0,42.0,4.0,0.0,33111.0,30592.262,2518.73828125,2518.73828125
7972,BMW,1 Series,2017.0,Automatic,23000.0,Diesel,30.0,65.7,2.0,99.0,2.0,0.0,16990.0,14471.391,2518.609375,2518.609375
52374,Toyota,Land Cruiser,2019.0,Semi-Auto,11712.0,Diesel,145.0,30.1,2.8,68.0,2.0,0.0,39498.0,42016.547,-2518.546875,2518.546875
61227,Opel,Corsa,2020.0,Manual,10.0,Petrol,150.0,52.3,1.2,71.0,0.0,0.0,15998.0,13479.53,2518.4697265625,2518.4697265625
50991,Škoda,Octavia,2017.0,Automatic,15233.0,Petrol,145.0,57.7,1.4,47.0,4.0,0.0,14495.0,11976.535,2518.46484375,2518.46484375
57896,Opel,Astra,2019.0,Automatic,12115.0,Petrol,145.0,20.745499786795904,1.4,51.0,1.0,0.0,14995.0,12476.658,2518.341796875,2518.341796875
7887,BMW,X1,2016.0,Manual,47908.0,Diesel,125.0,,2.0,36.0,0.0,0.0,16000.0,13481.742,2518.2578125,2518.2578125
35232,Mercedes-Benz,C-Class,2019.0,Semi-Auto,1000.0,Petrol,,,2.0,32.0,4.0,0.0,33599.0,31080.764,2518.236328125,2518.236328125
26673,Ford,Kuga,2016.0,Manual,,Diesel,125.0,60.1,2.0,,4.0,0.0,11300.0,13818.2295,-2518.2294921875,2518.2294921875
60675,Opel,,2019.0,Manual,11757.0,Petrol,145.0,43.5,,86.0,2.0,0.0,9416.0,11933.48,-2517.48046875,2517.48046875
9004,BMW,M4,2018.0,Semi-Auto,8326.0,Petrol,145.0,34.0,3.0,62.0,4.0,0.0,35750.0,38267.395,-2517.39453125,2517.39453125
24009,Ford,Kuga,2017.0,Manual,,Diesel,145.0,54.3,,33.0,1.0,0.0,17474.0,14956.747,2517.2529296875,2517.2529296875
22865,Ford,Focus,2018.0,Automatic,25181.0,Diesel,145.0,74.3,1.5,78.0,2.0,0.0,16000.0,13482.899,2517.1005859375,2517.1005859375
37784,Mercedes-Benz,GL-Class,2016.0,Automatic,36000.0,Diesel,235.0,42.8,3.0,32.0,2.0,0.0,27990.0,25472.97,2517.029296875,2517.029296875
69971,Volkswagen,Golf,2015.0,Manual,43288.0,Diesel,20.0,67.3,2.0,44.0,4.0,0.0,14400.0,11882.974,2517.0263671875,2517.0263671875
72463,Volkswagen,Golf,2019.0,Manual,50.0,Petrol,150.0,49.6,1.5,87.0,3.0,0.0,20490.0,17972.98,2517.01953125,2517.01953125
69425,Volkswagen,Golf,2016.0,Semi-Auto,15000.0,Petrol,0.0,65.7,1.0,44.0,1.0,0.0,13200.0,10683.0,2517.0,2517.0
50493,Škoda,Fabia,2017.0,Manual,19321.0,Petrol,145.0,64.2,2.61964142215505,57.0,1.0,0.0,9290.0,11806.91,-2516.91015625,2516.91015625
33398,Hyundai,Ioniq,2017.0,Automatic,7955.0,Hybrid,135.0,78.5,1.6,98.0,1.0,0.0,17749.0,15232.094,2516.90625,2516.90625
71474,Volkswagen,Golf,2017.0,Manual,9759.0,Diesel,20.0,68.9,2.0,31.0,2.0,0.0,13762.0,16278.709,-2516.708984375,2516.708984375
17762,Ford,Ka+,2011.0,Manual,2463.0,Petrol,145.0,47.9,1.2,,1.0,0.0,10550.0,8033.307,2516.69287109375,2516.69287109375
65375,Volkswagen,Golf,2018.0,Semi-Auto,24997.0,Petrol,150.0,60.1,1.0,73.0,4.0,0.0,13990.0,11473.312,2516.6884765625,2516.6884765625
58747,Opel,Crossland X,2020.0,Manual,10.0,Diesel,145.0,60.1,1.5,68.0,2.0,0.0,13999.0,16515.676,-2516.67578125,2516.67578125
58662,Opel,Corsa,,Manual,100.0,Petrol,145.0,43.5,1.4,95.0,3.0,0.0,10990.0,8473.347,2516.6533203125,2516.6533203125
10473,BMW,2 Series,2020.0,Automatic,5746.0,Petrol,150.0,42.2,1.5,41.0,2.0,0.0,19500.0,22016.56,-2516.560546875,2516.560546875
40883,Mercedes-Benz,C-Class,2015.0,Manual,69930.0,Diesel,20.0,68.9,1.6,64.0,1.0,0.0,13000.0,10483.51,2516.490234375,2516.490234375
40997,Mercedes-Benz,C-Class,2018.0,Semi-Auto,4715.0,Diesel,,,2.0,81.0,3.0,0.0,29199.0,26682.766,2516.234375,2516.234375
69228,Volkswagen,Touran,2018.0,Manual,17882.0,Diesel,145.0,51.4,1.6,66.0,3.0,0.0,15798.0,18314.152,-2516.15234375,2516.15234375
66710,Volkswagen,Polo,2018.0,Manual,17426.0,Petrol,145.0,60.1,1.0,90.0,4.0,0.0,13698.0,11181.885,2516.115234375,2516.115234375
2728,Audi,A1,2015.0,Manual,23514.0,Petrol,240.0,39.8,2.0,78.0,4.0,0.0,15995.0,13478.978,2516.0224609375,2516.0224609375
