,price
6624,6522.0
6625,13500.0
6626,7997.0
6627,7495.0
6628,14994.0
6629,13530.0
6630,59899.0
6631,19999.0
6632,61489.0
6633,7995.0
6634,10979.0
6635,9490.0
6636,15490.0
6637,34990.0
6638,8990.0
6639,11500.0
6640,25995.0
6641,18450.0
6642,12000.0
6643,6500.0
6644,16399.0
6645,20400.0
6646,8690.0
6647,19490.0
6648,18798.0
6649,23498.0
6650,9900.0
6651,8540.0
6652,21999.0
6653,6798.0
6654,14250.0
6655,13250.0
6656,9991.0
6657,14990.0
6658,9495.0
6659,15192.0
6660,18496.0
6661,10750.0
6662,8291.0
6663,26888.0
6664,14599.0
6665,16990.0
6666,16107.0
6667,24799.0
6668,34950.0
6669,12991.0
6670,27990.0
6671,20999.0
6672,8299.0
6673,13965.0
6674,13469.0
6675,14430.0
6676,11500.0
6677,10998.0
6678,14795.0
6679,9989.0
6680,10200.0
6681,17775.0
6682,16491.0
6683,7672.0
6684,18999.0
6685,15780.0
6686,13298.0
6687,28945.0
6688,19995.0
6689,11700.0
6690,30649.0
6691,7680.0
6692,15981.0
6693,10750.0
6694,12495.0
6695,15495.0
6696,10495.0
6697,17499.0
6698,13400.0
6699,19980.0
6700,10995.0
6701,9200.0
6702,7998.0
6703,29890.0
6704,11299.0
6705,16660.0
6706,11650.0
6707,26998.0
6708,9795.0
6709,16422.0
6710,14998.0
6711,18491.0
6712,23750.0
6713,20000.0
6714,12000.0
6715,18650.0
6716,11950.0
6717,34500.0
6718,8100.0
6719,36312.0
6720,15498.0
6721,27950.0
6722,10700.0
6723,23998.0
6724,22990.0
6725,14400.0
6726,21495.0
6727,9200.0
6728,9850.0
6729,22999.0
6730,14299.0
6731,14562.0
6732,25950.0
6733,10495.0
6734,11990.0
6735,9999.0
6736,9399.0
6737,16326.0
6738,17980.0
6739,18495.0
6740,19500.0
6741,4995.0
6742,8395.0
6743,11750.0
6744,5591.0
6745,17100.0
6746,12995.0
6747,26990.0
6748,11990.0
6749,19344.0
6750,21690.0
6751,19110.0
6752,7995.0
6753,16990.0
6754,32489.0
6755,11900.0
6756,14500.0
6757,7495.0
6758,8995.0
6759,25016.0
6760,21226.0
6761,16498.0
6762,11499.0
6763,26500.0
6764,11390.0
6765,9950.0
6766,7495.0
6767,10995.0
6768,17999.0
6769,9698.0
6770,22998.0
6771,16499.0
6772,19940.0
6773,5495.0
6774,19498.0
6775,9999.0
6776,18012.0
6777,35394.0
6778,16250.0
6779,13000.0
6780,42990.0
6781,55610.0
6782,5795.0
6783,8995.0
6784,21950.0
6785,17400.0
6786,27950.0
6787,18695.0
6788,8699.0
6789,7683.0
6790,9647.0
6791,39999.0
6792,12299.0
6793,38995.0
6794,13800.0
6795,38500.0
6796,8495.0
6797,9450.0
6798,22250.0
6799,25124.0
6800,22500.0
6801,8475.0
6802,56995.0
6803,15300.0
6804,12495.0
6805,22049.0
6806,11490.0
6807,19499.0
6808,33990.0
6809,8260.0
6810,11995.0
6811,9450.0
6812,12490.0
6813,14295.0
6814,11498.0
6815,14798.0
6816,24449.0
6817,13351.0
6818,19000.0
6819,7995.0
6820,15400.0
6821,9985.0
6822,46950.0
6823,10300.0
6824,13800.0
6825,7550.0
6826,16995.0
6827,7000.0
6828,9799.0
6829,9487.0
6830,6130.0
6831,8690.0
6832,41239.0
6833,22299.0
6834,12300.0
6835,7495.0
6836,8959.0
6837,11999.0
6838,7690.0
6839,8340.0
6840,35049.0
6841,9000.0
6842,31500.0
6843,4195.0
6844,16700.0
6845,25498.0
6846,27995.0
6847,12495.0
6848,21495.0
6849,7159.0
6850,16370.0
6851,16098.0
6852,19999.0
6853,9755.0
6854,19799.0
6855,9995.0
6856,20000.0
6857,5450.0
6858,15995.0
6859,7291.0
6860,28988.0
6861,11498.0
6862,17495.0
6863,14990.0
6864,32495.0
6865,6300.0
6866,17999.0
6867,22669.0
6868,11998.0
6869,14290.0
6870,30495.0
6871,9152.0
6872,17591.0
6873,38890.0
6874,18245.0
6875,9190.0
6876,9998.0
6877,16995.0
6878,9750.0
6879,18990.0
6880,10990.0
6881,13700.0
6882,15500.0
6883,38500.0
6884,10599.0
6885,16230.0
6886,7791.0
6887,27500.0
6888,19895.0
6889,11999.0
6890,15490.0
6891,14995.0
6892,28995.0
6893,8989.0
6894,14998.0
6895,10030.0
6896,6698.0
6897,10900.0
6898,15995.0
6899,5995.0
6900,22650.0
6901,18995.0
6902,31980.0
6903,11393.0
6904,4539.0
6905,19490.0
6906,28306.0
6907,8499.0
6908,25998.0
6909,16657.0
6910,18695.0
6911,13870.0
6912,7295.0
6913,17500.0
6914,11100.0
6915,26990.0
6916,9995.0
6917,9495.0
6918,8391.0
6919,10498.0
6920,17998.0
6921,74500.0
6922,21450.0
6923,11000.0
6924,8275.0
6925,21490.0
6926,11698.0
6927,10480.0
6928,24449.0
6929,13591.0
6930,7850.0
6931,8390.0
6932,7200.0
6933,26699.0
6934,11500.0
6935,20000.0
6936,14441.0
6937,36740.0
6938,22491.0
6939,2350.0
6940,24680.0
6941,23680.0
6942,9298.0
6943,16810.0
6944,29950.0
6945,18995.0
6946,15598.0
6947,17000.0
6948,19395.0
6949,24995.0
6950,10300.0
6951,11499.0
6952,10698.0
6953,19860.0
6954,16990.0
6955,23480.0
6956,10540.0
6957,24898.0
6958,18990.0
6959,23888.0
6960,22250.0
6961,17450.0
6962,17250.0
6963,6995.0
6964,24411.0
6965,6999.0
6966,8480.0
6967,7730.0
6968,42485.0
6969,19998.0
6970,8500.0
6971,6500.0
6972,15640.0
6973,17280.0
6974,14998.0
6975,8310.0
6976,8690.0
6977,12300.0
6978,40985.0
6979,14900.0
6980,9991.0
6981,28929.0
6982,23269.0
6983,10519.0
6984,5495.0
6985,6650.0
6986,10690.0
6987,24540.0
6988,8490.0
6989,19490.0
6990,5099.0
6991,25699.0
6992,14700.0
6993,41900.0
6994,6290.0
6995,10996.0
6996,10995.0
6997,8150.0
6998,9495.0
6999,25390.0
7000,9500.0
7001,15429.0
7002,14140.0
7003,14371.0
7004,7995.0
7005,13595.0
7006,13295.0
7007,17999.0
7008,11900.0
7009,29399.0
7010,6780.0
7011,18490.0
7012,19995.0
7013,6000.0
7014,19989.0
7015,10495.0
7016,14998.0
7017,6999.0
7018,25495.0
7019,11250.0
7020,16995.0
7021,20570.0
7022,7199.0
7023,12490.0
7024,29990.0
7025,16200.0
7026,11998.0
7027,15450.0
7028,21995.0
7029,7195.0
7030,4498.0
7031,47949.0
7032,22800.0
7033,23799.0
7034,6490.0
7035,26625.0
7036,11300.0
7037,19480.0
7038,19499.0
7039,22999.0
7040,11200.0
7041,25599.0
7042,3899.0
7043,9500.0
7044,13990.0
7045,21450.0
7046,10977.0
7047,9970.0
7048,12295.0
7049,4120.0
7050,14188.0
7051,69995.0
7052,33888.0
7053,7510.0
7054,13298.0
7055,10995.0
7056,12299.0
7057,15990.0
7058,7990.0
7059,15087.0
7060,10599.0
7061,8800.0
7062,23495.0
7063,33991.0
7064,9499.0
7065,23995.0
7066,7680.0
7067,8760.0
7068,11499.0
7069,10500.0
7070,25991.0
7071,32495.0
7072,5298.0
7073,11998.0
7074,29991.0
7075,30980.0
7076,11770.0
7077,10950.0
7078,9667.0
7079,16290.0
7080,16704.0
7081,17999.0
7082,14560.0
7083,19450.0
7084,8995.0
7085,9798.0
7086,16991.0
7087,29960.0
7088,18900.0
7089,11990.0
7090,16300.0
7091,8400.0
7092,8750.0
7093,13299.0
7094,21990.0
7095,21995.0
7096,12450.0
7097,16362.0
7098,11999.0
7099,19990.0
7100,33500.0
7101,8990.0
7102,10699.0
7103,8200.0
7104,17990.0
7105,33599.0
7106,7649.0
7107,32980.0
7108,17450.0
7109,16985.0
7110,8999.0
7111,7495.0
7112,9999.0
7113,14995.0
7114,8599.0
7115,13750.0
7116,4995.0
7117,7300.0
7118,10450.0
7119,14500.0
7120,10800.0
7121,15998.0
7122,34995.0
7123,19995.0
7124,20999.0
7125,11711.0
7126,12999.0
7127,15432.0
7128,6990.0
7129,17000.0
7130,19800.0
7131,7250.0
7132,21998.0
7133,15000.0
7134,32949.0
7135,36999.0
7136,16300.0
7137,9995.0
7138,7995.0
7139,15110.0
7140,20791.0
7141,15400.0
7142,14940.0
7143,2995.0
7144,16498.0
7145,10497.0
7146,13359.0
7147,7998.0
7148,17490.0
7149,9795.0
7150,10991.0
7151,19790.0
7152,20990.0
7153,12000.0
7154,11995.0
7155,10750.0
7156,11430.0
7157,12699.0
7158,10998.0
7159,20732.0
7160,9000.0
7161,15799.0
7162,26995.0
7163,35995.0
7164,10743.0
7165,14990.0
7166,7555.0
7167,19499.0
7168,9490.0
7169,12000.0
7170,21499.0
7171,23998.0
7172,20295.0
7173,9020.0
7174,20750.0
7175,13498.0
7176,14900.0
7177,14000.0
7178,13995.0
7179,13000.0
7180,11860.0
7181,25980.0
7182,10490.0
7183,15500.0
7184,10050.0
7185,20995.0
7186,19998.0
7187,11700.0
7188,8300.0
7189,11662.0
7190,22991.0
7191,14490.0
7192,12490.0
7193,14988.0
7194,9750.0
7195,21000.0
7196,4990.0
7197,10498.0
7198,19699.0
7199,11499.0
7200,16600.0
7201,7199.0
7202,7800.0
7203,5295.0
7204,12697.0
7205,13490.0
7206,12122.0
7207,29499.0
7208,7590.0
7209,18588.0
7210,34798.0
7211,15500.0
7212,31986.0
7213,16181.0
7214,20491.0
7215,21229.0
7216,12790.0
7217,4490.0
7218,15698.0
7219,19070.0
7220,8500.0
7221,11399.0
7222,12995.0
7223,26481.0
7224,11495.0
7225,21400.0
7226,32490.0
7227,11495.0
7228,10000.0
7229,9800.0
7230,26691.0
7231,23491.0
7232,5499.0
7233,16995.0
7234,29250.0
7235,15200.0
7236,17699.0
7237,9204.0
7238,36900.0
7239,2990.0
7240,8995.0
7241,10990.0
7242,9000.0
7243,29990.0
7244,7899.0
7245,11995.0
7246,29980.0
7247,11990.0
7248,5500.0
7249,8185.0
7250,15465.0
7251,18498.0
7252,26995.0
7253,14290.0
7254,19890.0
7255,7995.0
7256,21570.0
7257,14499.0
7258,6499.0
7259,14075.0
7260,11791.0
7261,19024.0
7262,6391.0
7263,5390.0
7264,27520.0
7265,9700.0
7266,19295.0
7267,20480.0
7268,8000.0
7269,33998.0
7270,31990.0
7271,11990.0
7272,13594.0
7273,12599.0
7274,8991.0
7275,14995.0
7276,27495.0
7277,11999.0
7278,13989.0
7279,8000.0
7280,21499.0
7281,25999.0
7282,14515.0
7283,24790.0
7284,18000.0
7285,8998.0
7286,37888.0
7287,10899.0
7288,25499.0
7289,12401.0
7290,25980.0
7291,7799.0
7292,11250.0
7293,11095.0
7294,44999.0
7295,17990.0
7296,8990.0
7297,11738.0
7298,31950.0
7299,32998.0
7300,14990.0
7301,18650.0
7302,13995.0
7303,13995.0
7304,7500.0
7305,29970.0
7306,10000.0
7307,8600.0
7308,4963.0
7309,18989.0
7310,22660.0
7311,42750.0
7312,9895.0
7313,10991.0
7314,22491.0
7315,25280.0
7316,31000.0
7317,11880.0
7318,25799.0
7319,18389.0
7320,25290.0
7321,17750.0
7322,9499.0
7323,19850.0
7324,13495.0
7325,8800.0
7326,26356.0
7327,12698.0
7328,8790.0
7329,7491.0
7330,17130.0
7331,45995.0
7332,13490.0
7333,9000.0
7334,27000.0
7335,36400.0
7336,9500.0
7337,8995.0
7338,9995.0
7339,48000.0
7340,15400.0
7341,9495.0
7342,8850.0
7343,23295.0
7344,8998.0
7345,29995.0
7346,11320.0
7347,10695.0
7348,24888.0
7349,29890.0
7350,9310.0
7351,12485.0
7352,23995.0
7353,5995.0
7354,69146.0
7355,34799.0
7356,9000.0
7357,66099.0
7358,18349.0
7359,15900.0
7360,31000.0
7361,9995.0
7362,23000.0
7363,8950.0
7364,26980.0
7365,9000.0
7366,20640.0
7367,6495.0
7368,15350.0
7369,9750.0
7370,12995.0
7371,15699.0
7372,12399.0
7373,24250.0
7374,21745.0
7375,23391.0
7376,28290.0
7377,8810.0
7378,31995.0
7379,15095.0
7380,9998.0
7381,17998.0
7382,14530.0
7383,12000.0
7384,9850.0
7385,11502.0
7386,18990.0
7387,8800.0
7388,12490.0
7389,15497.0
7390,8617.0
7391,19499.0
7392,10495.0
7393,17825.0
7394,13899.0
7395,11990.0
7396,7295.0
7397,11991.0
7398,9848.0
7399,17298.0
7400,19995.0
7401,10995.0
7402,12990.0
7403,8499.0
7404,15990.0
7405,8795.0
7406,12798.0
7407,9299.0
7408,10099.0
7409,9495.0
7410,25490.0
7411,24690.0
7412,24000.0
7413,19399.0
7414,20500.0
7415,11498.0
7416,22590.0
7417,10360.0
7418,24500.0
7419,9989.0
7420,44990.0
7421,7498.0
7422,13995.0
7423,10699.0
7424,15000.0
7425,11700.0
7426,15495.0
7427,4995.0
7428,43995.0
7429,34039.0
7430,12689.0
7431,7495.0
7432,17520.0
7433,47490.0
7434,19500.0
7435,21980.0
7436,14899.0
7437,6891.0
7438,12495.0
7439,9999.0
7440,34980.0
7441,9800.0
7442,21333.0
7443,39790.0
7444,4998.0
7445,19750.0
7446,7995.0
7447,16000.0
7448,46990.0
7449,21980.0
7450,18298.0
7451,14899.0
7452,26490.0
7453,14481.0
7454,17996.0
7455,18795.0
7456,26490.0
7457,9699.0
7458,10189.0
7459,20000.0
7460,12795.0
7461,3480.0
7462,9995.0
7463,14732.0
7464,10000.0
7465,9290.0
7466,25950.0
7467,30999.0
7468,27750.0
7469,12995.0
7470,6698.0
7471,6499.0
7472,18999.0
7473,6995.0
7474,27086.0
7475,8298.0
7476,18750.0
7477,56000.0
7478,9659.0
7479,11800.0
7480,9990.0
7481,7498.0
7482,15325.0
7483,23062.0
7484,17899.0
7485,29790.0
7486,8500.0
7487,7999.0
7488,19950.0
7489,15170.0
7490,17950.0
7491,12199.0
7492,7400.0
7493,7699.0
7494,20890.0
7495,12790.0
7496,12999.0
7497,21500.0
7498,9995.0
7499,6490.0
7500,12495.0
7501,23490.0
7502,16998.0
7503,20498.0
7504,21998.0
7505,23995.0
7506,18961.0
7507,23995.0
7508,24590.0
7509,19000.0
7510,36999.0
7511,10500.0
7512,21290.0
7513,3790.0
7514,8799.0
7515,15995.0
7516,26399.0
7517,6995.0
7518,21290.0
7519,19990.0
7520,15995.0
7521,11000.0
7522,31499.0
7523,11999.0
7524,32975.0
7525,14680.0
7526,16300.0
7527,13995.0
7528,29885.0
7529,10990.0
7530,34995.0
7531,13200.0
7532,8400.0
7533,18300.0
7534,22805.0
7535,17000.0
7536,15500.0
7537,35890.0
7538,45071.0
7539,12190.0
7540,10990.0
7541,11995.0
7542,41450.0
7543,9998.0
7544,26995.0
7545,11995.0
7546,15335.0
7547,22990.0
7548,10799.0
7549,30740.0
7550,32995.0
7551,17250.0
7552,7995.0
7553,14490.0
7554,12995.0
7555,7995.0
7556,16998.0
7557,14990.0
7558,9495.0
7559,44995.0
7560,14000.0
7561,8732.0
7562,13790.0
7563,23450.0
7564,27995.0
7565,19999.0
7566,7300.0
7567,22798.0
7568,13690.0
7569,25879.0
7570,10900.0
7571,9500.0
7572,13000.0
7573,17995.0
7574,15490.0
7575,12247.0
7576,21394.0
7577,16799.0
7578,10399.0
7579,11495.0
7580,16295.0
7581,16999.0
7582,14495.0
7583,19998.0
7584,26490.0
7585,19000.0
7586,15800.0
7587,11000.0
7588,15998.0
7589,15795.0
7590,9200.0
7591,10999.0
7592,30000.0
7593,19000.0
7594,17799.0
7595,16750.0
7596,13000.0
7597,6907.0
7598,11590.0
7599,11950.0
7600,9415.0
7601,18998.0
7602,12299.0
7603,19069.0
7604,30862.0
7605,19250.0
7606,26495.0
7607,14499.0
7608,30750.0
7609,9295.0
7610,9500.0
7611,2100.0
7612,21099.0
7613,11850.0
7614,11000.0
7615,14998.0
7616,14747.0
7617,10299.0
7618,14995.0
7619,16500.0
7620,28000.0
7621,24995.0
7622,12000.0
7623,21870.0
7624,8955.0
7625,12790.0
7626,18699.0
7627,8290.0
7628,9990.0
7629,17199.0
7630,11000.0
7631,8712.0
7632,8378.0
7633,22499.0
7634,46600.0
7635,7995.0
7636,7010.0
7637,15141.0
7638,14698.0
7639,27499.0
7640,9490.0
7641,11001.0
7642,6949.0
7643,6500.0
7644,21494.0
7645,17600.0
7646,14999.0
7647,17500.0
7648,33900.0
7649,21189.0
7650,17850.0
7651,11990.0
7652,8499.0
7653,17498.0
7654,19380.0
7655,30000.0
7656,7295.0
7657,29232.0
7658,12298.0
7659,9500.0
7660,8195.0
7661,11498.0
7662,14750.0
7663,10490.0
7664,22989.0
7665,32250.0
7666,25995.0
7667,29000.0
7668,11795.0
7669,10990.0
7670,12000.0
7671,7899.0
7672,26750.0
7673,21298.0
7674,43990.0
7675,19500.0
7676,10000.0
7677,16250.0
7678,9995.0
7679,21490.0
7680,8695.0
7681,14950.0
7682,32990.0
7683,12910.0
7684,46899.0
7685,10000.0
7686,23790.0
7687,31990.0
7688,18990.0
7689,29994.0
7690,7295.0
7691,29000.0
7692,7999.0
7693,14681.0
7694,16410.0
7695,7548.0
7696,7995.0
7697,8800.0
7698,9495.0
7699,26256.0
7700,19990.0
7701,10698.0
7702,17295.0
7703,13998.0
7704,21898.0
7705,26790.0
7706,32300.0
7707,23950.0
7708,11890.0
7709,20495.0
7710,12180.0
7711,20250.0
7712,9000.0
7713,15000.0
7714,8975.0
7715,17400.0
7716,12022.0
7717,20440.0
7718,6499.0
7719,26199.0
7720,11490.0
7721,11450.0
7722,10299.0
7723,30000.0
7724,28900.0
7725,10460.0
7726,25490.0
7727,16888.0
7728,13495.0
7729,33990.0
7730,6495.0
7731,25950.0
7732,16889.0
7733,12500.0
7734,7499.0
7735,9998.0
7736,6800.0
7737,9791.0
7738,19232.0
7739,30980.0
7740,14988.0
7741,23480.0
7742,8383.0
7743,12495.0
7744,30498.0
7745,10300.0
7746,7995.0
7747,17498.0
7748,10950.0
7749,22990.0
7750,6999.0
7751,12800.0
7752,13989.0
7753,7630.0
7754,3990.0
7755,13490.0
7756,22000.0
7757,26103.0
7758,18390.0
7759,6995.0
7760,10190.0
7761,12498.0
7762,18500.0
7763,30995.0
7764,12599.0
7765,19750.0
7766,7499.0
7767,17990.0
7768,5590.0
7769,16500.0
7770,20995.0
7771,16130.0
7772,8995.0
7773,11350.0
7774,22999.0
7775,26299.0
7776,12495.0
7777,7599.0
7778,50900.0
7779,15490.0
7780,8991.0
7781,32750.0
7782,18124.0
7783,15798.0
7784,6480.0
7785,12000.0
7786,7793.0
7787,6490.0
7788,23000.0
7789,19498.0
7790,8995.0
7791,21444.0
7792,10150.0
7793,7500.0
7794,8385.0
7795,5990.0
7796,16998.0
7797,9300.0
7798,16444.0
7799,11495.0
7800,13998.0
7801,26512.0
7802,19231.0
7803,27498.0
7804,25799.0
7805,20698.0
7806,14495.0
7807,13739.0
7808,11495.0
7809,14399.0
7810,21980.0
7811,12000.0
7812,46199.0
7813,10887.0
7814,17600.0
7815,16199.0
7816,16498.0
7817,14495.0
7818,12400.0
7819,14999.0
7820,17290.0
7821,18999.0
7822,10790.0
7823,14730.0
7824,8870.0
7825,28750.0
7826,19999.0
7827,7499.0
7828,10998.0
7829,31649.0
7830,10995.0
7831,30990.0
7832,7480.0
7833,18944.0
7834,21995.0
7835,36979.0
7836,18980.0
7837,23480.0
7838,9890.0
7839,9300.0
7840,19950.0
7841,10990.0
7842,19000.0
7843,12780.0
7844,6495.0
7845,12100.0
7846,8990.0
7847,23941.0
7848,21999.0
7849,15995.0
7850,9700.0
7851,14220.0
7852,7795.0
7853,14499.0
7854,12495.0
7855,10000.0
7856,5195.0
7857,8199.0
7858,8990.0
7859,8250.0
7860,9400.0
7861,15490.0
7862,13500.0
7863,11998.0
7864,16350.0
7865,17298.0
7866,18500.0
7867,31199.0
7868,28995.0
7869,12995.0
7870,11995.0
7871,3495.0
7872,22851.0
7873,13999.0
7874,14995.0
7875,15260.0
7876,11995.0
7877,7573.0
7878,22000.0
7879,14500.0
7880,1599.0
7881,2495.0
7882,34250.0
7883,8500.0
7884,32999.0
7885,26987.0
7886,16495.0
7887,9398.0
7888,16999.0
7889,8619.0
7890,11880.0
7891,6395.0
7892,10393.0
7893,28856.0
7894,19990.0
7895,9790.0
7896,7264.0
7897,27499.0
7898,9250.0
7899,32490.0
7900,17600.0
7901,10495.0
7902,32995.0
7903,7795.0
7904,11320.0
7905,11000.0
7906,21450.0
7907,13990.0
7908,29386.0
7909,14990.0
7910,10490.0
7911,27994.0
7912,10500.0
7913,33900.0
7914,31366.0
7915,30999.0
7916,17096.0
7917,32849.0
7918,13500.0
7919,15798.0
7920,5990.0
7921,15990.0
7922,19999.0
7923,22654.0
7924,11995.0
7925,6250.0
7926,18500.0
7927,56490.0
7928,10195.0
7929,22990.0
7930,12298.0
7931,33499.0
7932,11991.0
7933,20995.0
7934,7498.0
7935,11287.0
7936,12020.0
7937,10399.0
7938,9998.0
7939,15475.0
7940,20495.0
7941,17950.0
7942,13995.0
7943,6995.0
7944,9295.0
7945,46795.0
7946,11999.0
7947,15870.0
7948,9795.0
7949,38399.0
7950,10244.0
7951,22995.0
7952,5990.0
7953,12990.0
7954,28199.0
7955,6899.0
7956,12298.0
7957,22900.0
7958,10700.0
7959,7792.0
7960,7295.0
7961,8998.0
7962,18695.0
7963,37220.0
7964,13490.0
7965,14600.0
7966,31980.0
7967,10069.0
7968,15280.0
7969,8990.0
7970,11200.0
7971,11498.0
7972,13590.0
7973,19999.0
7974,18699.0
7975,16698.0
7976,28250.0
7977,14850.0
7978,7995.0
7979,10491.0
7980,9498.0
7981,22312.0
7982,11950.0
7983,15199.0
7984,25000.0
7985,10250.0
7986,17500.0
7987,9980.0
7988,16090.0
7989,10700.0
7990,16450.0
7991,28499.0
7992,5830.0
7993,9491.0
7994,6870.0
7995,16000.0
7996,15998.0
7997,17399.0
7998,19498.0
7999,12495.0
8000,5795.0
8001,12699.0
8002,18990.0
8003,12910.0
8004,8600.0
8005,18499.0
8006,12498.0
8007,11995.0
8008,7960.0
8009,12394.0
8010,15250.0
8011,19840.0
8012,20350.0
8013,31498.0
8014,7200.0
8015,18299.0
8016,4795.0
8017,24462.0
8018,15795.0
8019,12500.0
8020,14990.0
8021,8499.0
8022,6498.0
8023,9250.0
8024,11821.0
8025,8700.0
8026,14970.0
8027,4690.0
8028,19991.0
8029,8650.0
8030,22450.0
8031,33950.0
8032,6450.0
8033,19500.0
8034,19698.0
8035,18950.0
8036,9995.0
8037,17498.0
8038,16299.0
8039,21251.0
8040,23900.0
8041,12745.0
8042,12700.0
8043,10698.0
8044,19799.0
8045,12295.0
8046,7500.0
8047,18495.0
8048,26990.0
8049,10990.0
8050,7400.0
8051,16860.0
8052,12998.0
8053,26950.0
8054,17991.0
8055,10798.0
8056,41000.0
8057,28490.0
8058,6795.0
8059,38980.0
8060,16995.0
8061,20999.0
8062,26995.0
8063,8295.0
8064,7250.0
8065,4850.0
8066,14682.0
8067,29980.0
8068,34950.0
8069,23995.0
8070,17291.0
8071,11210.0
8072,17037.0
8073,3699.0
8074,12295.0
8075,21950.0
8076,8590.0
8077,11497.0
8078,23990.0
8079,44990.0
8080,13430.0
8081,17990.0
8082,11495.0
8083,10990.0
8084,18890.0
8085,20995.0
8086,11995.0
8087,42900.0
8088,24999.0
8089,17000.0
8090,20990.0
8091,21999.0
8092,10999.0
8093,6699.0
8094,15500.0
8095,6890.0
8096,11798.0
8097,8888.0
8098,16690.0
8099,12000.0
8100,26256.0
8101,23522.0
8102,48099.0
8103,7691.0
8104,15000.0
8105,22500.0
8106,19490.0
8107,19999.0
8108,10998.0
8109,8790.0
8110,12450.0
8111,12290.0
8112,20110.0
8113,13675.0
8114,10499.0
8115,22500.0
8116,11679.0
8117,15595.0
8118,8999.0
8119,16700.0
8120,8137.0
8121,5195.0
8122,24498.0
8123,5644.0
8124,15895.0
8125,20000.0
8126,17250.0
8127,11300.0
8128,8099.0
8129,12495.0
8130,8250.0
8131,14775.0
8132,8000.0
8133,18500.0
8134,27495.0
8135,17389.0
8136,17200.0
8137,16990.0
8138,10795.0
8139,12900.0
8140,21499.0
8141,16791.0
8142,21999.0
8143,16491.0
8144,27850.0
8145,7430.0
8146,24750.0
8147,27500.0
8148,7991.0
8149,15282.0
8150,3800.0
8151,12090.0
8152,17000.0
8153,11350.0
8154,17995.0
8155,12699.0
8156,9491.0
8157,18298.0
8158,12795.0
8159,14510.0
8160,8500.0
8161,28000.0
8162,11990.0
8163,19210.0
8164,62995.0
8165,42763.0
8166,17602.0
8167,15491.0
8168,20250.0
8169,21349.0
8170,15495.0
8171,11000.0
8172,14950.0
8173,20390.0
8174,10298.0
8175,25690.0
8176,23888.0
8177,24470.0
8178,26498.0
8179,17310.0
8180,9990.0
8181,2795.0
8182,13000.0
8183,11500.0
8184,11000.0
8185,18399.0
8186,29623.0
8187,1780.0
8188,8000.0
8189,9995.0
8190,8940.0
8191,5995.0
8192,36995.0
8193,51990.0
8194,24290.0
8195,19337.0
8196,13998.0
8197,15000.0
8198,19298.0
8199,13495.0
8200,10299.0
8201,4695.0
8202,7298.0
8203,18496.0
8204,10998.0
8205,7998.0
8206,26990.0
8207,35495.0
8208,8998.0
8209,14795.0
8210,7990.0
8211,30990.0
8212,2880.0
8213,7991.0
8214,16400.0
8215,30000.0
8216,52350.0
8217,10000.0
8218,28980.0
8219,44999.0
8220,21000.0
8221,17100.0
8222,10995.0
8223,12480.0
8224,7380.0
8225,9500.0
8226,27450.0
8227,14499.0
8228,27499.0
8229,9995.0
8230,15400.0
8231,12790.0
8232,20000.0
8233,11700.0
8234,23490.0
8235,19495.0
8236,15498.0
8237,20792.0
8238,17400.0
8239,9795.0
8240,53999.0
8241,9432.0
8242,25989.0
8243,38500.0
8244,12000.0
8245,7999.0
8246,18760.0
8247,12499.0
8248,7490.0
8249,29950.0
8250,9499.0
8251,7000.0
8252,9999.0
8253,14890.0
8254,25299.0
8255,15496.0
8256,19490.0
8257,16900.0
8258,28590.0
8259,12795.0
8260,12300.0
8261,25995.0
8262,13295.0
8263,14499.0
8264,29444.0
8265,5498.0
8266,10995.0
8267,20999.0
8268,14489.0
8269,10795.0
8270,18940.0
8271,10495.0
8272,6140.0
8273,19498.0
8274,18998.0
8275,16500.0
8276,9899.0
8277,5995.0
8278,25429.0
8279,11499.0
8280,10999.0
8281,23900.0
8282,8150.0
8283,23490.0
8284,38995.0
8285,6299.0
8286,13698.0
8287,8200.0
8288,17199.0
8289,31699.0
8290,34980.0
8291,13991.0
8292,9990.0
8293,18299.0
8294,23740.0
8295,12795.0
8296,7500.0
8297,24990.0
8298,24980.0
8299,20490.0
8300,14690.0
8301,36499.0
8302,13650.0
8303,36050.0
8304,8999.0
8305,20699.0
8306,12995.0
8307,21512.0
8308,19790.0
8309,8975.0
8310,12970.0
8311,17980.0
8312,26000.0
8313,7498.0
8314,6950.0
8315,19795.0
8316,9891.0
8317,10995.0
8318,24990.0
8319,8499.0
8320,10500.0
8321,49980.0
8322,21516.0
8323,13300.0
8324,15498.0
8325,51912.0
8326,20950.0
8327,8998.0
8328,9145.0
8329,11498.0
8330,6498.0
8331,19650.0
8332,14995.0
8333,15000.0
8334,14400.0
8335,7995.0
8336,11495.0
8337,9498.0
8338,12999.0
8339,21999.0
8340,20691.0
8341,15990.0
8342,19498.0
8343,8999.0
8344,24490.0
8345,17498.0
8346,20750.0
8347,24495.0
8348,15299.0
8349,19499.0
8350,11000.0
8351,11000.0
8352,12995.0
8353,25352.0
8354,8399.0
8355,23500.0
8356,15500.0
8357,13998.0
8358,10991.0
8359,17990.0
8360,19776.0
8361,38995.0
8362,7000.0
8363,31649.0
8364,11991.0
8365,3750.0
8366,13799.0
8367,29995.0
8368,29699.0
8369,9495.0
8370,11999.0
8371,8199.0
8372,14998.0
